"IdTelas","Nombre","Descripcion","Medida","Texto1","Texto2","Favorito","PrecioSugerido","Activa","IdTelasCategorias"
309,"Vanitex punto de Roma","80%Poli‚ster 18%Viscosa 2%Elastano",0,"Punto de Roma",,0,0.00,1,10
311,"Telco Ackor","95%Algod¢n 5%Elastano",1,"Telco Ackor",,0,0.00,1,3
312,"Telco French terry Platon","French Terry 50% Poliester 50% Algod¢n",1,"French terry Platon","Cardigan Carfe",0,0.00,1,4
313,"Vivatex Alg. Licra Mario 24","95%Algod¢n 5%Elastano",1,"Alg. Licra Mario 24",,0,0.00,0,3
314,"Telas del continente Cardigan","Chifon 50% Poliester 50% Algod¢n",1,"Cardigan",,0,0.00,1,5
315,"Trevia French terry Polary","95%Algod¢n 5%Elastano",1,"French Polary",,0,0.00,1,2
316,"Trevia Alg. Licra Pamplona","Felpa 50% Poliester 50% Algod¢n",1,"Alg.Licra Pamplona",,0,0.00,1,1
317,"Teresa French","100% Poliester",1,"French Poliester",,0,0.00,1,6
318,"Telco French Platon",,1,"Tela 1",,0,0.00,1,0
319,"Sanchez Ebasa Azucena","100% Poliester",1,"Azucena",,0,0.00,1,8
320,"Joseph Textil Azucena","100 % Poliester",1,"Azucena",,0,0.00,1,8
321,"Textiles Moy Cardigan","Cardigan",1,"Cardigan",,0,0.00,1,1
322,"Teresa Sportoc","Felpa 50% Poliester 50% Algod¢n",1,"Sportoc",,0,0.00,0,15
323,"Teresa Tenaz","100 % Poliester",1,"Tenaz",,0,0.00,0,9
324,"Merkurio Vinipiel",,0,"Vinipeil",,0,0.00,1,10
325,"Trevia Magic estampado","87% Poliester 13% Elastano",0,"Magic estampado",,0,0.00,1,10
326,"CM Brant  doble","78% Algod¢n 22% Poli‚ser",1,"Brant",,0,0.00,0,4
327,"Vivatex Estampados algod¢n 100%","100 % Algod¢n",1,"Animal Print coral",,0,0.00,1,5
328,"Vivatex Alg.licra Niza","92%Algod¢n 8% Elastano",1,"Alg.licra Niza",,0,0.00,1,3
329,"Trevia Guayna French","French Terry 50% Poliester 50% Algod¢n",1,"Guayna French",,0,0.00,1,1
330,"Vivatex Alg/licra estampado","94%Algod¢n 6%Spandex",1,"Alg.licra animal pri",,0,0.00,1,3
331,"Trevia French estampado","French Terry 50% Poliester 50% Algod¢n",0,"Estamp. Bolitas",,0,0.00,1,1
332,"Avante  Calgary","French Terry 50% Poliester 50% Algod¢n",1,"Hueso/marino","jaspe/coral",0,0.00,0,1
333,"Elilea Capitonado doble","French Terry 50% Poliester 50% Algod¢n",0,"Capitonado",,0,0.00,1,1
334,"Evelyne cardigan","Chifon 50% Poliester 50% Algod¢n",1,"Cardigan",,0,0.00,0,4
335,"Trevia Flam‚ Navarra","100 % Algod¢n",1,"Flam‚ Navarro",,0,0.00,1,5
336,"Finger print Liverpool Stripe 26","87% Poliester 13% Elastano",0,"Liverpool Stripe6",,0,0.00,1,10
337,"Finger Bullet","87% Poliester 13% Elastano",0,"Bullet Stripe",,0,0.00,1,10
338,"Finger Liverpool Du663","87% Poliester 13% Elastano",0,"DU663",,0,0.00,1,10
340,"Finger Liverpool Rayas","87% Poliester 13% Elastano",1,"Rayas bco/negro",,0,0.00,0,10
342,"Finger Liverpool Stirpe 37","87% Poliester 13% Elastano",0,"Stripe 37 negro",,0,0.00,1,10
343,"C.M Zacatecas","78% Algod¢n 22% Poli‚ser",1,"Zacatecas",,0,0.00,1,4
344,"C.M Beta Tubular","78% Algod¢n 22% Poli‚ser",1,"Beta tubular",,0,0.00,0,5
345,"Understar Ponti-Roma","78% Algod¢n 22% Poli‚ser",0,"Ponti roma",,0,0.00,0,10
346,"C.M amarre","Chifon 50% Poliester 50% Algod¢n",1,"Amarre",,0,0.00,1,5
347,"C.M chifon amarre","Chifon 50% Poliester 50% Algod¢n",1,"Marino",,0,0.00,0,5
348,"Danny Textil Chifon","78% Algod¢n 22% Poli‚ser",1,"Shifon 90/10","Cardigan",0,0.00,1,4
349,"Telco Chifon Clio","100 % Algod¢n",1,"Chifon Clio",,0,0.00,1,5
350,"Protelamex Devore","100 % Algod¢n",0,"Devore",,0,0.00,1,3
351,"Pat Primo Angelical Nylon","90% Nylon 10 Elastano",1,"Negro",,0,0.00,0,14
353,"Idami French Bash","80%Poli‚ster 15% Algodon 5%Elastano",1,"French Bash",,0,0.00,1,1
354,"Sanchez Ebasa Mesh","100 % Poliester",0,"Mesh",,0,0.00,1,13
355,"Ikar Bicomponente French","78% Algod¢n 22% Poli‚ser",1,"Bicomponente Frenchj",,0,0.00,1,1
356,"Excel monaco Alg. Licra","95%Algod¢n 5%Elastano",1,"Monaco alg.licra",,0,0.00,1,3
357,"C.M Potenza","78% Algod¢n 22% Poli‚ser",1,"Potenza",,0,0.00,1,4
358,"Verandas Bullet","100 % Poliester",1,"Bullet  nv 9892",,0,0.00,1,6
359,"Verandas Irlanda","100% Poliester",1,"Irlanda",,0,0.00,1,6
360,"Excel estampados","92%Algod¢n 8% Elastano",1,"Medieval blue",,0,0.00,1,3
362,"Trevia Stambul","78% Algod¢n 22% Poli‚ser",1,"Stambul",,0,0.00,1,1
364,"Trevia Chifon nieve","100 % Algod¢n",1,"Chifon nieve",,0,0.00,1,5
365,"SFIJ  French Berlin","47% Algod¢n 47%poleister 6% Ealstano",1,"Berlin",,0,0.00,0,1
366,"Pat primo capitonado","100% Poliester",0,"Capitonado",,0,0.00,1,4
367,"Equilibrium estampados","94%Algod¢n 6%Spandex",0,"Monaco estampado",,0,0.00,0,3
368,"Absatex Sofia French","80%Poli‚ster 15% Algodon 5%Elastano",1,"Terry",,0,0.00,0,3
369,"EAD estampados","100 % Algod¢n",1,"Sangria",,0,0.00,1,5
370,"Hector french","French Terry 50% Poliester 50% Algod¢n",1,"French",,0,0.00,0,1
371,"Trevia Licra Oviedo","96% Algod¢n 4% Elastano",1,"Licra Oviedo",,0,0.00,1,3
372,"Cardigan Centro","Cardigan 100% Algod¢n",1,"Cardigan",,0,0.00,0,12
373,"C.M. Gama","100 % Algod¢n",1,"Chifon Gama",,0,0.00,1,5
374,"Desiree Estampado  Chifon 100%","100 % Algod¢n",0,"Estampado  chifon 10",,0,0.00,1,5
375,"Navytex French","French Terry 50% Poliester 50% Algod¢n",1,"French","Cardgian",0,0.00,1,1
376,"Kimex French terry","French Terry 50% Poliester 50% Algod¢n",1,"French terry",,0,0.00,0,1
377,"C.M Nieve","French Terry 50% Poliester 50% Algod¢n",1,"Nieve Negro jaspeado",,0,0.00,0,1
378,"Idami capitonado","100 % Poliester",1,"Capitonado",,0,0.00,1,10
380,"C.M San benito french","60% Poliester 40% algodon",1,"San Benito French",,0,0.00,1,6
381,"Ikar French puntitos","French Terry 50% Poliester 50% Algod¢n",1,"French puntitos","cardigan",0,0.00,1,1
382,"Qualy Licra Algod¢n","47% Algod¢n 47%poleister 6% Ealstano",1,"Licra algod¢n",,0,0.00,0,4
383,"Sekine Licra algod¢n","90% Algod¢n 10% elastano",1,"Licra algod¢n",,0,0.00,1,3
384,"C.M. Extraordinaria","60% Poliester 40% algodon",1,"Extraordinaria",,0,0.00,0,10
385,"Atree Poliray¢n","90%Poliester 5%Nylon 5%Spandex",0,"Polirayon",,0,0.00,1,8
386,"Danitey Chifon","50%alg 50%pol",1,"Chifon",,0,,1,5
387,"Finger print Bolitas","90%Poliester 5%Nylon 5%Spandex",0,"Bolitas negro/blanco",,0,0.00,1,10
388,"Ikar french moda","French Terry 50% Poliester 50% Algod¢n",1,"French","Cardigan",0,0.00,1,1
389,"Ikar Alg. Licra Elite","90% Algod¢n 10% elastano",1,"Alg. Licra Elite",,0,0.00,0,3
390,"Simji  French con licra treggin","47% Algod¢n 47%poleister 6% Ealstano",1,"French estampada",,0,0.00,1,2
391,"Simji French Poliester licra","80%Poli‚ster 15% Algodon 5%Elastano",1,"French c/elastano",,0,0.00,1,4
392,"Telco Flame Jaspeado","Chifon 50% Poliester 50% Algod¢n",1,"Flame jaspeado",,0,0.00,1,9
393,"Ikar Denim licra","47%Poli‚ster 47%% Algodon 6%Elastano",1,"Demin Licra",,0,0.00,1,4
394,"C.M  French Extremadura","85%pol.15%alg. 5% elastano",1,"Extremadura",,0,0.00,1,1
395,"Finger Print Rayas","90%Poliester 5%Nylon 5%Spandex",1,"Rayas",,0,0.00,1,10
396,"Popelina","100% Algod¢n",1,"Popelina",,0,0.00,1,10
397,"Verandas Rayas",,1,"Rayas",,0,0.00,1,1
398,"Verandas Rayon elastano","95% Rayon 5% Spandex",0,"Rayon elastano",,0,0.00,1,5
399,"Teresa Mesh","100 % Poliester",1,"Mesh",,0,0.00,0,13
400,"Qualy Cardigan 1","Cardigan",1,"Cardigan 1",,0,0.00,1,10
402,"Qualy French",,1,"French 50/50","Cardigan",0,0.00,1,1
403,"Trevia french turquia","French Terry 50% Poliester 50% Algod¢n",1,"Turquia",,0,0.00,0,1
404,"Ansertex Mesh","100 % Poliester",0,"Mesh",,0,0.00,1,13
405,"Ikar flame","100 % Algod¢n",1,"Flame  100",,0,0.00,1,5
406,"Ikar Chifon 100% Algodon","100 % Algod¢n",1,"Chifon 100% alg.",,0,0.00,1,10
407,"Enda cardigan","Cardigan",1,"Cardigan",,0,0.00,0,10
408,"CM.Vizcaya","78% Algod¢n 22% Poli‚ser",1,"French Vizcaya",,0,0.00,1,1
409,"Trevia  French Polonia","French Terry 50% Poliester 50% Algod¢n",1,"French Polonia","Cardigan",0,0.00,1,1
410,"Vivatex Alg. Barbie","100 % Algod¢n",1,"Algodon Barbie",,0,0.00,0,10
411,"Ikar Felpa puntitos",,1,"Tela 1",,0,0.00,0,0
412,"Ikar Felpa Puntitos","Felpa 50% Poliester 50% Algod¢n",1,"Felpa Puntitos",,0,0.00,0,15
413,"Trevia Chifon caracas","100 % Algod¢n",1,"Chifon",,0,0.00,1,5
414,"Qualy French Grecia","47% Algod¢n 47%poleister 6% Ealstano",1,"French Grecia",,0,0.00,1,1
415,"Equilibrium Viscosa","95% Rayon 5% Spandex",1,"Viscosa  estampada",,0,0.00,1,10
416,"Simji Chifon Estampado","Chifon 50% Poliester 50% Algod¢n",1,"Chifon estampado",,0,0.00,1,5
417,"Telco Rayas Zebrin","60% Poliester 40% algodon",1,"Chifon Zebrin",,0,0.00,1,5
418,"Simji Jack 699","47% Algod¢n 47%poleister 6% Ealstano",1,"Jack 699",,0,0.00,0,4
419,"Telco Chifon Nevada","Chifon 50% Poliester 50% Algod¢n",1,"Nevada Marino",,0,0.00,1,5
420,"Verandas Capitonado","97% Poliester 3% Elastano",1,"Capitonado",,0,0.00,1,6
421,"Alto inpacto Microfil","100 % Poliester",0,"Microfil",,0,0.00,1,6
422,"Equilibrium Estampado Shimer","Chifon 50% Poliester 50% Algod¢n",1,"Chifon Shimer",,0,0.00,1,5
423,"Ikar chifon jaspeado","98% algodon 2% poliester",1,"Chifon jaspeado","Cardigan",0,0.00,1,5
424,"C.M  rayas pond","60% Poliester 40% algodon",1,"Rayas pond",,0,0.00,0,5
427,"Ikar Cardigan","47% Algod¢n 47%poleister 6% Ealstano",1,"Cardigan",,0,0.00,1,4
428,"Ikar French ligeros",,1,"Tela 1",,0,0.00,1,0
429,"Ikar felpa","90% algodon 10% poliester",1,"Felpa","Cardigan",0,0.00,1,4
430,"Deportextil mesh","100% Algod¢n",0,"Mesh",,0,0.00,0,13
431,"Ole Deportex","100 % Poliester",0,"Mesh",,0,0.00,1,13
432,"Telco Felpa con elastano","47% Algod¢n 47%poleister 6% Ealstano",1,"Felpa",,0,0.00,1,15
433,"Surticentro Jackard capitonado","100% Poliester",0,"Jackard capitonado",,0,0.00,1,6
434,"Simjis chifon 621","97%Algod¢n 3% Elastano",1,"Chifon con licra",,0,0.00,1,3
435,"Studio Emme rib","79% poliester 19% rayon 2% elastano",1,"Rib",,0,0.00,1,10
436,"Simjis Maquila French","French Terry 50% Poliester 50% Algod¢n",0,"French Viena",,0,0.00,1,10
437,"Simjis Terry 870 con licra.","96.2 Algodon 3.8 Elastano",1,"French con licra",,0,0.00,1,2
438,"simjis",,1,"Tela 1",,0,0.00,1,0
440,"Simjis Alg.licra Maquila","80% algodon 15% poliester 5% elastano",1,"Alg. Licra estamp.",,0,0.00,1,4
441,"Lua Jacquard bullet","96 Poliester 4% Elastano",0,"Jacquard bullet",,0,0.00,1,10
442,"Textilles Evelyne","Chifon 50% Poliester 50% Algod¢n",1,"Chifon",,0,0.00,1,5
443,"Ely felpa","Felpa 50% Poliester 50% Algod¢n",1,"Felpa",,0,0.00,1,15
444,"Navytex","92%Algod¢n 8% Elastano",1,"Flame",,0,0.00,1,5
445,"Evelyne French","French Terry 50% Poliester 50% Algod¢n",1,"French terry",,0,0.00,1,1
446,"Verandas Encaje","97% Poliester 3% Elastano",1,"Encaje",,0,0.00,1,10
447,"Elilea capitonado","60% Poliester 40% algodon",0,"Capitonado",,0,0.00,1,5
448,"Trevia Viena Estampado","French Terry 50% Poliester 50% Algod¢n",1,"French viena",,0,0.00,0,1
449,"Ikar",,1,"Tela 1",,0,0.00,1,
450,"Ikar Copo de Nieve","French Terry 50% Poliester 50% Algod¢n",1,"Copo de Nieve","Cardigan",0,0.00,0,1
451,"Telco felpa escocia","Felpa 50% Poliester 50% Algod¢n",1,"Felpa","Cardigan",0,0.00,1,15
453,"Cm French Lumina","78% Algod¢n 22% Poli‚ser",1,"French","Cardigan",0,0.00,1,1
454,"Said french con licra","95%Algod¢n 5%Elastano",1,"French",,0,0.00,0,2
455,"Evelyne felpa","Felpa 50% Poliester 50% Algod¢n",1,"Felpa","Cardigan",0,0.00,1,15
456,"Hanono Chifon","Chifon 50% Poliester 50% Algod¢n",1,"Chifon",,0,0.00,1,5
457,"Verandas Rayon","85%pol.15%alg. 5% elastano",0,"Rayon",,0,0.00,1,5
458,"Casandra Hacci","97% Poliester 3% Elastano",0,"Hacci",,0,0.00,1,10
459,"Casandra Capitonado","100 % Poliester",0,"Capitonado",,0,0.00,1,10
461,"Telco Felpa Tripoli","Felpa 50% Poliester 50% Algod¢n",1,"Felpa Tripoli","Cardigan",0,0.00,1,15
462,"Ikar Capitonado","96 Poliester 4% Elastano",1,"Capitonado",,0,0.00,1,10
463,"Rivera mundial chifon 50/50","95%Algod¢n 5%Elastano",1,"Algodon/licra",,0,0.00,1,3
464,"Casandra french terry","78% Algod¢n 22% Poli‚ser",1,"French terry",,0,0.00,1,1
465,"C.M  French Giovanni","99% Algodon 1% Poliester",1,"Giovanny","Cardigan",0,0.00,1,1
468,"C.M Flame trailer","100% Algod¢n",1,"Flame",,0,0.00,1,5
469,"Qualy Alg. Licra","94%Algod¢n 6%Spandex",1,"Algodon /licra",,0,0.00,1,3
470,"C.M Parva","84% algodon 16% poliester",1,"Parva","Cadigan Rib suizo",0,0.00,1,1
471,"C.m: Calama","56% poliester 44% algodon",1,"Calama",,0,0.00,1,1
472,"Dannytex Cardigan","60% Poliester 40% algodon",1,"Cardigan",,0,0.00,0,10
473,"Trevia Felpa Olimpia","Felpa 50% Poliester 50% Algod¢n",1,"Felpa Olimpia","Cardigan",0,0.00,1,15
474,"Trevia",,1,"Tela 1",,0,0.00,1,0
475,"Trevia Cardigan","French Terry 50% Poliester 50% Algod¢n",1,"Cardigan",,0,0.00,1,1
477,"Linatex Mesh milenium","100 % Poliester",0,"Milenium",,0,0.00,1,13
478,"Telco alg. Licra Topacio","80% algodon 15% poliester 5% elastano",1,"Alg. Licra",,0,0.00,1,3
479,"Verandas Chifon wash","Rayon 90% Spandex 10%",1,"Chifon",,0,0.00,1,5
480,"Sekine French 50/50","French Terry 50% Poliester 50% Algod¢n",1,"French Terry","Cardigan",0,0.00,1,1
482,"Dise¤o Textil Ponti Roma",,1,"Ponti Roma",,0,0.00,1,9
483,"Evelyne Chifon","Chifon 50% Poliester 50% Algod¢n",1,"Chifon",,0,0.00,1,5
484,"Oaxaca Capitonados","French Terry 50% Poliester 50% Algod¢n",0,"Capitonado",,0,0.00,1,1
485,"Ikar Chifon copo de nieve","56% poliester 44% algodon",1,"Copo de nieve",,0,0.00,0,5
486,"C.M French burdeos","French Terry 50% Poliester 50% Algod¢n",1,"Burdeos",,0,0.00,1,1
487,"Trevia Chifon Venezuela","100 % Algod¢n",1,"Chifon","Cardigan",0,0.00,1,5
488,"Hilaturas Capitonado Polo","56% poliester 44% algodon",1,"Capitonado",,0,0.00,1,10
489,"Surtidora Textil","100 % Poliester",0,"Tul brillo",,0,0.00,1,13
490,"Fariel Tul","100% Poliester",0,"Tul brillo",,0,0.00,1,13
491,"Texnylon mesh sport","100 % Poliester",1,"Mesh sport",,0,0.00,1,13
492,"Telco algodon licra esmeralda","96% Algod¢n 6% Elastano",1,"Esmeralda",,0,0.00,1,3
494,"Hilaturas Felpa 50/50","Felpa 50% Poliester 50% Algod¢n",1,"Felpa","Cardigan",0,0.00,0,15
495,"CM.Florida estampada","95%Algod¢n 5%Elastano",1,"Hueso estampada",,0,0.00,1,3
497,"Texnylon Microfil","100 % Poliester",1,"Microfil",,0,0.00,1,10
498,"Alto impacto Microfil","100 % Poliester",1,"Microfil",,0,0.00,1,10
499,"Centro Guata","100% Poliester",0,"Guata",,0,0.00,1,10
501,"Telco french Zircon","94%Algod¢n 6%Spandex",1,"French c/licra",,0,0.00,0,2
502,"Sekine Cardigan","60% Poliester 40% algodon",1,"Cardigan",,0,0.00,0,10
504,"Trevia afelpado","Felpa 50% Poliester 50% Algod¢n",1,"Felpa","Cardigan",0,0.00,1,15
506,"Krasart French sublimado","84% algodon 16% poliester",1,"Avena Flores",,0,0.00,0,1
507,"Ponchito rayas","95%Algod¢n 5%Elastano",1,"Alg. Licra rayas",,0,0.00,1,3
508,"Joy chifon","Chifon 50% Poliester 50% Algod¢n",1,"Chifon",,0,0.00,1,5
509,"Simon Chifon jaspeado","Chifon 50% Poliester 50% Algod¢n",1,"Chifon",,0,0.00,1,5
510,"Dannytex Chifon Snow","60% Poliester 40% algodon",1,"Chifon",,0,0.00,0,5
511,"French terry Trevia","Felpa 50% Poliester 50% Algod¢n",1,"French",,0,0.00,0,1
512,"Yarco cardigan","Cardigan",1,"Cardigan",,0,0.00,1,10
513,"Simon Cardigan","Cardigan",1,"Cardigan",,0,0.00,1,12
514,"express textil french","95%Algod¢n 5%Elastano",1,"french licra","cardigan",0,0.00,1,2
515,"Surticentro Tul","100 % Poliester",0,"Tul",,0,0.00,1,10
516,"telas del continente pique","pique",1,"pique",,0,0.00,1,10
517,"deportextil wimbledon","100 % Poliester",0,"wimbledon",,0,0.00,1,15
518,"dannytex pique","90% algodon 10% poliester",1,"pique",,0,0.00,1,10
519,"el vencedor texti sportoc","100 % Poliester",1,"sportoc",,0,0.00,0,15
520,"Sanatex French Terry","French Terry 50% Poliester 50% Algod¢n",1,"french terry",,0,0.00,1,1
521,"Lua rayon liso","Rayon 95% Spandex 5%",0,"rayon",,0,0.00,1,10
522,"Cm  french terry","French Terry 50% Poliester 50% Algod¢n",1,"french terry",,0,0.00,1,1
523,"simji terry estampados","96 Poliester 4% Elastano",1,"french terry",,0,0.00,0,1
524,"Simji terry solido","96 Poliester 4% Elastano",1,"french terry",,0,132.00,0,1
525,"sinatex french terry","French Terry 50% Poliester 50% Algod¢n",1,"french terry",,0,0.00,1,1
526,"hilaturas capitonado",,1,"Tela 1",,0,0.00,1,0
527,"sanatex sublimado","French Terry 50% Poliester 50% Algod¢n",1,"french",,0,0.00,1,1
528,"Cm fre",,1,"Tela 1",,0,0.00,1,0
529,"Telas del continente chifon","Chifon 50% Poliester 50% Algod¢n",1,"chifon",,0,0.00,1,5
530,"Yark chifon","Chifon 50% Poliester 50% Algod¢n",1,"chifon",,0,0.00,1,5
531,"Elilea french","French Terry 50% Poliester 50% Algod¢n",1,"french terry",,0,0.00,0,1
532,"Texere Mesh","100 % Poliester",0,"Mesh",,0,0.00,1,13
533,"Teresa calado","100 % Poliester",1,"calado",,0,0.00,1,10
534,"Sinatex chifon","Chifon 50% Poliester 50% Algod¢n",1,"chifon",,0,0.00,1,5
535,"Peppetex chifon","Chifon 50% Poliester 50% Algod¢n",1,"chifon","Cardigan",0,0.00,1,5
536,"Yarko chifon","Chifon 50% Poliester 50% Algod¢n",1,"chifon",,0,0.00,1,5
537,"Joy french","French Terry 50% Poliester 50% Algod¢n",1,"french terry","Cardigan",0,0.00,1,1
538,"Texere sublimado","100 % Poliester",0,"mesh",,0,0.00,1,13
539,"Cm chifon","Chifon 50% Poliester 50% Algod¢n",1,"chifon",,0,0.00,0,5
540,"Deportextil pepito","100 % Poliester",1,"pepito",,0,0.00,0,10
541,"Texnylon pepito","100 % Poliester",1,"pepito",,0,0.00,1,10
542,"Qualy chifon","Chifon 50% Poliester 50% Algod¢n",1,"chifon",,0,0.00,1,5
543,"Qualy french licra","47% Algod¢n 47%poleister 6% Ealstano",1,"french",,0,0.00,1,4
544,"Sekine french estampado","French Terry 50% Poliester 50% Algod¢n",1,"french",,0,0.00,1,1
546,"George scooba","96% Algod¢n 4% Elastano",0,"scooba",,0,0.00,1,10
547,"Lua camuflaje","87% Poliester 13% Elastano",0,"camuflaje",,0,0.00,1,10
548,"Trevia licra oviedo 1",,1,"oviedo",,0,0.00,0,3
549,"Ikar chifon","100 % Algod¢n",1,"chifon","160grs",0,0.00,1,5
550,"ferros y habilitacion scooba","96 Poliester 4% Elastano",1,"Scooba",,0,0.00,1,10
551,"Hilaturas french terry","French Terry 50% Poliester 50% Algod¢n",1,"french",,0,0.00,0,1
552,"Gerardo scooba","96 Poliester 4% Elastano",0,"scooba",,0,0.00,1,10
553,"Casa daniel cardigan","Cardigan",1,"cardigan",,0,0.00,1,10
554,"Texnylon wimbledon","100 % Poliester",0,"wimbledon",,0,0.00,1,10
555,"Bombay centro bombay","100 % Poliester",0,"bombay",,0,0.00,1,10
556,"Texnylon wimbledon sublimado","100 % Poliester",0,"sublimado",,0,0.00,1,10
557,"Qualy french licra estampado","47% Algod¢n 47%poleister 6% Ealstano",1,"Estampado",,0,0.00,1,4
558,"Sekine french estampados 1","French Terry 50% Poliester 50% Algod¢n",1,"Estampados",,0,0.00,1,1
559,"Normandia French terry","French Terry 50% Poliester 50% Algod¢n",1,"French",,0,0.00,0,1
560,"Riviera mundial licra","80% algodon 15% poliester 5% elastano",1,"Licra",,0,0.00,1,3
561,"Riviera mundial felpa","Felpa 100% Poliester",1,"felpa",,0,0.00,0,7
562,"Brigitex French","French terry 95% Algod¢n 5% Elastano",1,"French",,0,0.00,0,2
563,"Sinatex french licra","French terry 96% Algod¢n 4% Elastano",1,"French",,0,0.00,0,2
564,"Normandia chifon","Chifon 50% Poliester 50% Algod¢n",1,"chifon",,0,0.00,0,5
565,"Miro chifon vaticano","Chifon 50% Poliester 50% Algod¢n",1,"Chifon",,0,0.00,1,5
566,"Trevia felpa estampado","100 % Poliester",1,"felpa",,0,0.00,1,7
567,"Miro chifon","Chifon 50% Poliester 50% Algod¢n",1,"Chifon",,0,0.00,1,5
569,"Alta  moda scooba","95%Algod¢n 5%Elastano",0,"Scoba",,1,0.00,0,3
570,"Trevia felpa servia","Felpa 50% Poliester 50% Algod¢n",1,"Felpa","Cardigan",0,0.00,1,15
571,"Yarco French","French Terry 50% Poliester 50% Algod¢n",1,"French","Cardigan",0,0.00,0,1
572,"Vivatex alg/licra","90% Algod¢n 10% elastano",1,"algodon licra",,0,0.00,0,3
573,"Sinatex alg/ licra","95%Algod¢n 5%Elastano",1,"Alg/licra",,0,0.00,1,3
574,"Riviera mundial french","French terry 96% Algod¢n 4% Elastano",1,"French",,0,0.00,1,2
575,"Yarco mezclilla",,1,"Mezclilla","Cardigan",0,0.00,1,1
576,"Normandia flame","56% poliester 44% algodon",1,"Flame",,0,0.00,1,1
577,"Miro estampado","Chifon 50% Poliester 50% Algod¢n",1,"chifon",,0,0.00,1,5
578,"Sinatex estampado","90% Algod¢n 10% elastano",1,"Alg/licra",,0,0.00,1,3
579,"Vivatex estampado","95%Algod¢n 5%Elastano",1,"Alg/licra",,0,0.00,1,3
580,"Trevia oviedo estampado","100 % Algod¢n",1,"Alg/licra",,0,0.00,1,3
581,"Cm florida estampado","100 % Algod¢n",1,"Alg/licra",,0,0.00,1,3
582,"Telas poncho rayas","100 % Poliester",1,"Poliester",,0,0.00,1,9
583,"Simji sublimado","95%Algod¢n 5%Elastano",1,"Sublimado",,0,0.00,1,3
585,"Spring felpa viva","Felpa 50% Poliester 50% Algod¢n",1,"Felpa","Cardigan",0,0.00,1,15
586,"Telco thermal","56% poliester 44% algodon",1,"Forro",,0,0.00,0,10
587,"Dise¤os petite flame","100 % Poliester",1,"Flame",,0,0.00,1,10
588,"Evelyn thermal","100 % Algod¢n",1,"Thermal",,0,0.00,1,3
589,"SFIJ terry brancy","French Terry 50% Poliester 50% Algod¢n",1,"French","Cardigan",0,0.00,0,1
590,"Alta moda french","French Terry 50% Poliester 50% Algod¢n",1,"french",,0,0.00,1,1
591,"Sfij French donato","French Terry 50% Poliester 50% Algod¢n",1,"French",,0,0.00,1,1
592,"Juanico sweter","100 % Algod¢n",1,"Sweter",,0,0.00,0,3
593,"Miro felpa","Felpa 50% Poliester 50% Algod¢n",1,"Felpa","cardigan",0,0.00,1,15
594,"Cm borgo¤a","56% poliester 44% algodon",1,"French","Cardigan",0,0.00,0,10
595,"Cm caceres","French Terry 50% Poliester 50% Algod¢n",1,"french","Cardigan",0,0.00,0,1
596,"Telco french","French Terry 50% Poliester 50% Algod¢n",1,"French",,0,0.00,1,1
598,"Telco flame","56% poliester 44% algodon",1,"Flame",,0,0.00,1,10
599,"Navytex licra","100% Algod¢n",1,"Licra",,0,0.00,1,3
600,"Evelyn licra","90% Algod¢n 10% elastano",1,"Licra",,0,0.00,1,3
601,"Telas del continente licra","80% algodon 15% poliester 5% elastano",1,"licra",,0,0.00,1,3
602,"Alta moda cowboy","60% Poliester 40% algodon",0,"Prete¤ido",,0,0.00,0,10
603,"Sekine Felpa","Felpa 50% Poliester 50% Algod¢n",1,"Felpa","Cardigan",0,0.00,1,15
604,"Sfij french","French Terry 50% Poliester 50% Algod¢n",1,"French",,0,0.00,1,1
605,"Deportextil azucena","100 % Algod¢n",1,"Azucena",,0,0.00,1,10
606,"Virginia azucena","100 % Algod¢n",1,"Azucena",,0,0.00,1,10
607,"Evelyn azucena","100 % Algod¢n",1,"Azucena",,0,0.00,1,3
608,"Reussir licra","90% Algod¢n 10% elastano",1,"Licra",,0,0.00,1,3
609,"Evelyn cardigan","Cardigan",1,"Cardigan",,0,0.00,1,10
610,"Windsor chifon","Chifon 50% Poliester 50% Algod¢n",1,"Chifon","Cardigan",0,0.00,1,5
611,"Sekine ca","Cardigan 50 POLIESTER 50 ALGODON",1,"Cardigan",,0,165.00,1,10
612,"Spring felpa","Felpa 50% Poliester 50% Algod¢n",1,"Felpa","Cardigan",0,0.00,1,19
613,"Said Polirayon","79% poliester 19% rayon 2% elastano",1,"Polirayon",,0,0.00,1,10
614,"Joaquin Zarate Licra","90% Nylon 10 Elastano",1,"Licra",,0,0.00,1,3
615,"Telco Chifon","Chifon 50% Poliester 50% Algod¢n",1,"Chifon",,0,0.00,1,5
616,"negr","100 % Algod¢n",1,"Tela 1",,0,0.00,1,3
617,"Joy Estampado","Chifon 50% Poliester 50% Algod¢n",0,"Chifon",,0,0.00,1,5
618,"Spring French","French Terry 50% Poliester 50% Algod¢n",1,"French","Cardigan",0,0.00,1,1
619,"Avante French","90% algodon 10% poliester",1,"French",,0,0.00,1,1
620,"Sfij estampados","French Terry 50% Poliester 50% Algod¢n",1,"French",,0,0.00,1,1
621,"Elilea scuba","100 % Poliester",0,"scuba",,0,0.00,1,10
622,"Elilea Estampados","100 % Poliester",0,"Scuba",,0,0.00,1,10
