"IdNotasDet","IdNotas","IdOrdenes","Descripcion"
1093,290,321,"ETIQUETAS DE MCA   725 PARA  1680
ETIQUETAS DE TALLA CH, M, G Y EX"
1094,291,260,"ETIQ. DE LAVADO CON COMPOSICION CUERPO 50%  ALG 50 % POL. CON COMBINACION JASPE 90% ALG. 10% POLIEST . TALLAS CH. M, G Y EX
PARA COLOR ROJO (CUERPO) CON COMB. JASPE Y OXFORD"
1095,291,260,"ETIQ. LAVADO CON COMPOSICION 50% ALGOD‡N  50% POLIESTER TALLAS CH, M, G Y EX
PARA EL COLOR MARINO CON COBALTO Y BCO."
1096,291,261,"ETIQ. DE LAVADO CON COMPOSICION CUERPO  90% ALGOD‡N 10% POLIESTER
COMBINACION  50% ALGOD‡N 50% POLIESTER TALLAS CH,M, G Y EX
PARA EL COLOR JASPE CON COMBINACION ROJO"
1097,291,261,"ETIQ. DE LAVADO CON COMPOSICION 50% ALGOD‡N 50% POLIESTER
TALLAS CH, M, G Y EX
PARA EL COLOR BCO. CON COBALTO"
1098,292,320,"ETIQUETA DE LAVADO TALLAS CH, M, G Y EX
CODIGO  7509564 716998"
1099,292,321,"ETIQUETA DE LAVADO TALLAS CH, M, G Y EX
CODIGO 7509564 316990"
1100,293,262,"ETIQUETA DE LAVADO  CODIGO 7509564 317829 CON COMPOSICION : CUERPO 55% POLIEST 45% ALGOD‡N Y COMBINACION 50% ALGOD‡N 50% POLIESTER  TALLAS CH, M,G Y EX
PARA EL COLOR  JASPE CON COMBINACION ROJO"
1101,293,262,"ETIQUETA DE LAVADO CODIGO 7509564 317829 CON COMPOSICION:
 50% ALGOD‡N 50% POLIESTER  TALLAS CH,M, G Y EX
PARA EL COLOR MARINO CON COMB, COBALTO"
1102,293,263,"ETIQUETA DE LAVADO CODIGO 7509564 717827 CON COMPOSICION: CUERPO 55% POLIESTER 45% ALGOD‡N CON COMBINACION 50% ALGOD‡N 50% POLIESTER TALLAS CH, M, G Y EX.
PARA EL COLOR JASPE CON COMBINACION ROJO"
1103,293,263,"ETIQUETA DE LAVADO CODIGO 7509564 717827 CON COMPOSICION: 50% ALGOD‡N 50% POLIESTER  TALLAS CH, M, G Y EX
PARA EL COLOR COBALTO CON COMBINACION MARINO"
1104,293,321,"ETIQUETA DE LAVADO CODIGO 7509564316990  TALLAS CH, M, G Y EX"
1105,294,242,"MUESTRA PANTALON COLOR MARINO/ROJO T-M
ORDEN DE PRODUCCION
HOJA DE ESPECIFICACIONES"
1106,294,243,"MUESTRA CHAMARRA COLOR MARINO/ROJO T-M
ORDEN DE PRODUCCION
HOJA DE ESPECIFICACIONES"
1107,294,244,"MUESTRA SUDADERA COLOR MARINO/ROJO T-M
ORDEN DE PRODUCCION
HOJA DE ESPECIFICACIONES"
1108,295,242,"TRAZO  71101F    DOS COPIAS"
1109,295,243,"TRAZO 81101 F,  FC,  C,  CAC,  CAC1   Y CAF    UNA COPIA DE CADA UNO."
1110,295,244,"TRAZO  61101  F,  FC,  C,  CAC  Y  CAC1      UNA COPIA DE CADA UNO"
1111,296,317,"MUESTRA PLAYERA COLOR BLANCO/REY T-M
ORDEN DE PRODUCCION
HOJA DE ESPECIFICACIONES"
1112,297,243,"ETIQUETA MCA CHEROKEE PARA  848
ETIQUETAS DE TALLA CH, M, G Y EX
ETIQUETA DE LAVADO CON TALLAS CH, M, G Y EX  MOD. 81101"
1113,297,243,"CIERRE VENUS SEPARABLE COLOR ACER
DE 70 CM PARA TALLAS CH Y M  216 PZAS
DE 75 CM PARA TALLAS  G Y EX  217 PZAS"
1114,297,244,"ETIQUETA  MCA CHEROKEE PARA  848
ETIQUETAS DE TALLA ESP. CH, M, G Y EX
ETIQUETA DE LAVADO  CON TALLAS CH, M, G Y EX"
1115,298,315,"MUESTRA PANTALON COLOR REY/VERDE/BCO. T-M"
1116,298,318,"MUESTRA CHAMARRA COLOR BLANCO/REY/VDE. T-M"
1117,298,319,"MUESTRA BERMUDA COLOR REY/VERDE/BCO. T-M"
1118,298,322,"MUESTRA CHAMARRA COLOR BLANCO/NEGRO T-M"
1119,299,259,"ETIQUETA DE LAVADO CON COMPOSICION:  CUERPO 55 POLIESTER 45% ALGOD‡N Y COMBINACION 50% ALGOD‡N 50 POLIESTER TALLAS CH, M, G Y EX
PARA EL COLOR JASPE CON COMB. COBALTO"
1120,299,259,"ETIQUETA DE LAVADO CON COMPOSICION : 50 ALGOD‡N 50 POLIESTER TALLAS CH, M, G Y EX.
PARA EL COLOR COBALTO CON COMB. MARINO"
1121,301,262,"ELASTICO CON JARETA INTEGRADA 39 ROLLOS CON 50 MTS APROX. 1950 MTS."
1122,302,262,"ELASTICO BCO DE 1 1/2"" CON JARETA  350 MTS (7 ROLLOS CON 50 MTS C/U)
(COMPLEMENTO)"
1123,302,263,"ELASTICO BCO DE 1 1/2"" CON JARETA 1500 MTS (30 ROLLOS CON 50 MTS C/U)
COMPLETO."
1124,302,242,"ETIQUETA DE LAVADO  TALLAS CH, M, G Y EX  
ETIQUETAS DE TALLA  CH,M, G Y EX
ETIQUETAS MCA CHEROKEE 950 PZAS."
1125,303,264,"MUESTRA SUDADERA COLOR REY/BCO./ROJO T-M
ORDEN DE PRODUCCION
HOJA DE ESPECIFICACIONES"
1126,303,265,"MUESTRA PANTALON COLOR REY/BCO. T-M
ORDEN DE PRODUCCION
HOJA DE ESPECIFICACIONES"
1127,303,266,"MUESTRA CHAMARRA COLOR MARINO/NARANJA/HUESO T-M
ORDEN DE PRODUCCION
HOJA DE ESPECIFICACIONES"
1128,303,267,"MUESTRA PANTALON COLOR NARANJA/HUESO/MNO. T-M
ORDEN DE PRODUCCION
HOJA DE ESPECIFICACIONES"
1129,303,268,"MUESTRA SUDADERA 1/2 CIERRE COLOR HUESO/NARANJA/MNO. T-M
ORDEN DE PRODUCCION
HOJA DE ESPECIFICACIONES"
1130,304,264,"TRAZO 64100 F,  F1,  C,  CA  Y CA1  UNA COPIA DE CADA UNO."
1131,304,265,"TRAZO 74100  F Y F1     UNA COPIA DE CADA UNO"
1132,304,266,"TRAZO 84142 F Y C     DOS COPIAS DE CADA UNO"
1133,304,267,"TRAZO 74142  F  Y  C   DOS COPIAS DE CADA UNO."
1134,304,268,"TRAZO  64142  F Y C    DOS COPIAS DE CADA UNO"
1135,304,263,"TRAZO 71782  F  Y  C  UNA COPIA DE CADA UNO."
1136,305,322,"ETIQUETA DE LAVADO TALLAS  CH, M, G Y EX   TOT. 2994
ETIQUETA MCA  725  3000 PZAS
ETIQUETA D TALLA  CH Y EX 405 PZA DE C/UNA
TALLAS M Y G  1296 PZAS DE C/UNA"
1137,305,322,"CIERRE VENUS 10 SEPARABLE COLORES BLANCO Y NEGRO
DE 70 CM PARA TALLAS CH Y M  728 PZAS POR COLOR
DE 75 CM PARA TALLAS G Y EX  728 PZAS POR COLOR."
1138,305,315,"TRAZO 71790 F Y C  DOS DE CADA UNO"
1139,305,318,"TRAZO   81792 F Y CA   DOS DE CADA UNO"
1140,305,319,"TRAZO 39739 F Y C  DOS DE CADA UNO"
1141,306,243,"CIERRE VENUS SEPARABLE DE COLOR MARINO
DE 70 CM PARA TALLAS CH Y M  217 PZAS
DE 75 CM PARA TALLAS  G Y  EX 217 PZAS"
1142,307,259,"CIERRE VENUS SEPARABLE COLOR MARINO
DE 70 CM PARA TALLAS CH Y M  422 PZAS
DE 75 CM PARA TALLAS G Y EX  422 PZAS"
1143,308,315,"ETIQUETA DE LAVADO CON CODIGO 7509564 717902 TALLAS CH, M, G Y EX
ETIQUETA MCA X-TEND PARA 2336
ETIQUETAS DE TALLA CH, M, G Y EX"
1144,308,315,"ELASTICO DE 2"" LISO 1752 MTS."
1145,308,318,"ETIQUETA DE LAVADO CON CODIGO 7509564 817923 TALLAS CH, M, G Y EX
ETIQUETA MCA X-TEND  PARA 2336
ETIQUETAS DE TALLA  CH, M, G Y EX"
1146,308,318,"CIERRE VENUS SEPARABLE COLOR MARINO (PARA FONDO ROJO)
DE 70 CM PARA TALLAS CH Y M  592 PZAS
DE 75 CM PARA TALLAS  G Y EX  592 PZAS"
1147,308,319,"ETIQUETA DE LAVADO CON CODIGO 7509564 317935 TALLAS CH, M, G Y EX
ETIQUETA MCA X-TEND PARA 688
ETIQUETAS DE TALLA CH, M, G Y EX"
1148,308,319,"ELASTICO DE 2"" LISO 516 MTS."
1149,309,242,"ELASTICO BCO DE  1 1/2"" CON JARETA  700 MTS (14 ROLLOS CON 50 MTS C/U)"
1150,309,317,"ETIQUETA DE LAVADO CON CODIGO 7509564 517915  TALLAS CH, M, G Y EX
ETIQUETA MCA X-TEND  3120 PZAS
ETIQUETAS DE TALLA CH , M G Y EX  1300 PZAS DE CADA UNA (1 ROLLO POR TALLA)"
1151,309,269,"TRAZO  F, C, CAC, CAC1, CAF Y CAF1   DOS COPIAS DE CADA UNO"
1152,309,270,"TRAZO F, CA  Y  CA1   DOS COPIAS DE CADA UNO"
1153,309,272,"TRAZO  F  Y  CA   DOS COPIAS DE CADA UNO"
1154,309,273,"TRAZO  F,  CA  Y   CA1   DOS COPIAS DE CADA UNO."
1155,310,269,"MUESTRA SUDADERA COLOR ROSA/HUESO/FIUSHA T-M
ORDEN DE PRODUCCION
HOJA DE ESPECIFICACIONES"
1156,310,270,"MUESTRA PANTALON COLOR ROSA/ROJO T-M
ORDEN DE PRODUCCION
HOJA DE ESPECIFICACIONES"
1157,310,271,"MUESTRA SUDADERA CON CAPUCHA COLOR  NARANJA/CIELO T-M
ORDEN DE PRODUCCION
HOJA DE ESPECIFICACIONES"
1158,310,272,"MUESTRA PANTALON COLOR PLUMBAGO/HUESO/NARANJA T-M
ORDEN DE PRODUCCION
HOJA DE ESPECIFICACIONES"
1159,310,273,"MUESTRA CHAMARRA COLOR PLUMBAGO/HUESO T-M
ORDEN DE PRODUCCION
HOJA DE ESPECIFICACIONES"
1160,311,295,"MUESTRA CAMARRA COLOR MARINO/BCO/PLUMBAGO T-M"
1161,311,296,"MUESTRA BERMUDA COLOR MARINO T-M"
1162,311,297,"MUESTRA CHAMARRA COLOR OXFORD/HUESO/NARANJA T-M"
1163,311,298,"MUESTRA PANTALON COLOR OXFORD/HUESO/NARANJA T-M"
1164,311,299,"MUESTRA BERMUDA COLOR OXFORD/HUESO/NARANJA T-M"
1165,311,300,"MUESTRA CHAMARRA C/CAPUCHA COLOR ROJO/COBALTO T-M"
1166,311,301,"MUESTRA PANTALON COLOR ROJO T-M"
1167,312,318,"CIERRE VENUS 10 SEPARABLE  BLANCO (PARA FONDO  BLANCO)
DE 70 CM PARA TALLAS CH Y M  592 PZAS
DE 75 CM PARA TALLAS G Y EX 562 PZAS"
1168,312,315,"JARETA MARINO  1928 MTS"
1169,312,319,"JARETA MARINO  568 MTS"
1170,313,301,"TRAZO 71012 F  UNA COPIA"
1171,313,300,"TRAZO 81012 F, CA, CA1 Y C    UNA COPIA DE CADA UNO"
1172,313,299,"TRAZO 31011 F  Y C   UNA COPIA DE CADA UNO"
1173,313,295,"TRAZO 81009 F, C,  CA  Y CA1   DOS COPIAS DECADA UNO"
1174,313,296,"TRAZO 31009 F  UNA COPIA"
1175,314,297,"TRAZO 81011 F, C, CA  Y CA1   DOS COPIAS DE CADA UNO."
1176,314,298,"TRAZO 71011 F  Y  C   DOS COPIAS DE CADA UNA."
1177,315,271,"TRAZO 66104 F , C,  CA  Y CA1   DOS COPIAS DE CADA UNO."
1178,316,271,"TARAZO  66104 F, C,  CA  Y CA1   DOS DE CADA UNO."
1179,317,322,"TRAZO  81699 CA, CA1,  CA2,  CA3,  CA4,  CA5  DOS  COPIAS DE CADA UNO
81699 FC  4 COPIAS"
1180,318,299,"ETIQUETA DE MARCA  FUBU   PARA 492 
ETIQUETAS DE TALLAS CH, M, G Y EG
ETIQUETA DE LAVADO"
1181,318,299,"ELASTICO DE 1 1/2"" CON JARETA INTEGRADA   369 MTS"
1182,318,301,"ETIQUETAS DE MARCA FUBU  PARA  240 
ETIQUETAS DE TALLA CH, M, G Y EG
ETIQUETAS DE LAVADO"
1183,318,301,"ELASTICO DE 1 1/2"" CON JARETA 180 MTS"
1184,319,324,"MUESTRA PLAYERA MANGA CORTA COLOR BLANCO/MARINO/ROJO T-M"
1185,319,325,"MUESTRA PLAYERA SIN MANGA COLOR BLANCO/MARINO/ROJO T-M"
1186,320,324,"TRAZO F. 4 COPIAS, F1. 2 COPIAS"
1187,320,325,"TRAZO F. 4 COPIAS, F1. 2 COPIAS"
1188,321,324,"ETIQUETA DE LAVADO CON CODIGO 7509564 518868  TALLAS CG , M, G Y EX
ETIQUETA DE MCA ATHLETIC WORKS  PARA  2640
ETIQUETAS DE TALLA CH, M, G Y EX"
1189,321,325,"ETIQUETA DE LAVADO CON CODIGO 7509564 518875 TALLAS CH.M, G Y EX
ETIQUETA DE MCA ATHLETIC WORKS PARA 2640
ETIQUETAS DE TALLA CH, M , G Y EX"
1190,322,270,"TRAZO F1    DOS COPIIAS"
1191,322,272,"TRAZO F1  DOS COPIAS"
1192,322,265,"ETIQUETA DE LAVADO TALLAS CH(4-6) M(8-10) G(12-14) EX (16-18) TOT. 940
ETIQUETA BORD MCA CHEROKEE PARA  864
ETIQUETAS DE TALLA CH, M, G Y EX 
ELASTICO DE 1 1/2""   562 MTS"
1193,322,267,"ETIQUETA DE LAVADO TALLAS CH(4-6)  M(8-10) G(12-14)  EX(16-18)  TOT. 940
ETIQUETA BORD. MCA CHEROKEE PARA 864
ETIQUETAS DE TALLA CH, M, G Y EX
ELASTICO DE 1 1/2""   562 MTS"
1194,322,270,"ETIQUETA DE LAVADO TALLAS CH (4-6) M(8-10)  G(12-14)  EX(16-18) TOT. 940
ETIQ. BORD. MCA CHEROKEE PARA 864
ETIQUETAS DE TALLA CH, M, G Y EX
ELASTICO DE 1 1/2""  519 MTS"
1195,322,272,"ETIQUETA DE LAVADO TALLAS CH(4-6) M(8-10)  G(12-14)  EX(16-18)  TOT. 940
ETIQ. BORD. MCA CHEROKEE  PARA 864
ETIQUETAS DE TALLA CH. M, G Y EX
ELASTICO DE 1 1/2""  519 MTS"
1196,323,264,"ETIQUETA DE LAVADO TALLAS CH(4-6)  M(8-10)  G(12-14)  EX(16-18)  TOT. 940
ETIQ. BORD. MCA CHEROKEE PARA 864
ETIQUETAS DE TALLA CH, M,G Y EX"
1197,323,266,"ETIQUETA DE LAVADO TALLAS CH(4-6)  M(8-10)  G(12-14)  EX (16-18)  TOT. 940
ETIQ. BORD MCA CHEROKEE  PARA  864
ETIQUETAS DE TALLA CH, M, G Y EX"
1198,323,266,"CIERRE VENUS SEPARABLE COLORES MNO Y ROJO (AL FONDO
DE 50 CM PARA TALLA CH 76 POR COLOR
DE 55 CM PARA TALLA M  148 POR COLOR
DE 60 CM PARA TALLA G 150 POR COLOR
DE 65 CM PARA TALLA EX 78 POR COLOR"
1199,323,268,"ETIQUETA DE LAVADO TALLAS CH(4-6)  M(8-10)  G(12-14)  EX (16-18)  TOT. 940
ETIQ. BORD. MCA CHEROKEE PARA 864
ETIQUETAS DE TALLA CH, M, G Y EX"
1200,323,268,"CIERRE VENUS FIJO DE 18 CM  COLORES  MARINO Y ROJO  442 PZAS POR COLOR.
(AL FONDO)"
1201,323,269,"ETIQUETA DE LAVADO TALLAS CH(4-6) M(8-10)  G(12-14)  EX(16-18)  TOT. 940
ETIQ. BORD.  MCA CHEROKEE  PARA  864
ETIQUETAS DE TALLA CH, M, G Y EX"
1202,323,271,"ETIQUETA DE LAVADO TALLAS CH(4-6)  M(8-10)  G(12-14)  EX (16-18)  TOT. 940
ETIQ. BORD. MCA CHEROKEE PARA 864
ETIQUETAS DE TALLA CH, M, G Y EX"
1203,323,273,"ETIQUETA DE LAVADO TALLAS CH (4-6)  M(8-10)  G(12-14)  EX(16-18)  TOT. 940
ETIQ. BORD. MCA CHEROKEE PARA 864
ETIQUETAS DE TALLA CH, M, G Y EX"
1204,323,273,"CIERRRE VENUS SEPARABLE COLOR HUESO (A COMBINACION)
DE 50 CM PARA TALLA CH 150 PZAS
DE 55 CM PARA TALLA M 294 PZAS
DE 60 CM PARA TALLA G 294 PZAS
DE 65 CM PARA TALLA EX 152 PZAS"
1205,324,295,"ETIQUETA DE LAVADO TALLAS CH. M. G Y EX  TOT. 2260
ETIQUETAS MCA FUBU CON TALLA INTEGRADA CH Y EX 390 PZA DE CADA UNA
TALLAS  M Y G  760 PZAS DE CADA UNA"
1206,324,295,"CIERRE VENU SEPARABLE COLOR MARINO
DE 70 CM PARA TALLAS CH Y M 1105 PZAS
DE 75 CM PARA TALLAS G Y EX  1110 PZAS"
1207,324,296,"ETIQUETA DE LAVADO TALLAS CH , M, G Y EX  TOT. 1160 
ETIQUETA MCA FUBU  1200 PZAS
ETIQUETAS DE TALLA CH Y EX 230 PZAS DE CADA UNA
ETIQUETAS DE TALLA M Y G 425 PZAS DE CADA UNA"
1208,324,296,"ELASTICO DE 1 1/2""CON JARETA  819 MTS"
1209,324,297,"ETIQUETAS DE LAVADO TALLAS CH , M G Y EX  TOT. 2132
ETIQUETA MCA FUBU CON TALLA INTEGRADA TALLAS CH Y EX  365 PZAS DE CADA UNA
TALLAS  M Y G  715 PZAS DE CADA UNA"
1210,324,297,"CIERRE VENUS SEPARABLE COLOR OXFORD
DE 65 CM PARA TALLA CH Y M  1042 PZAS
DE 70 CM PARA TALLA G Y EX  1029 PZAS"
1211,324,298,"ETIQUETA DE LAVADO TALLAS CH, M G Y EX  TOT. 1160 
ETIQUETA MCA FUBU 1200 PZAS
ETIQUETAS DE TALLA CH Y EX  230 PZAS DE CADA UNA
TALLA M Y G 425 PZAS DE CADA UNA"
1212,324,298,"ELASTICO DE 1 1/2"" CON JARETA INTEGRADA 819 MTS"
1213,324,300,"ETIQUET DE LAVADO TALLAS CH , M, G Y EX  538 
ETIQUETAS MCA FUBU CON TALLA INTEGRADA  TALLAS CH Y EX 100 PZAS DE CADA UNA
TALLAS  M Y G  185 PZAS DE CADA UNA."
1214,324,300,"CIERRE VENUS SEPARABLE ROJO 
DE 65 CM PARA TALLAS CH Y M  244 PZAS
DE 70 CM PARA TALLA G Y EX  248 PZAS"
1215,325,315,"JARETA BLANCA  PARA EL COLOR REY( FONDO)"
1216,325,319,"JARETA BLANCA PARA EL COLOR REY (FONDO)"
1217,326,265,"JARETA BLANCA"
1218,326,267,"JARETA BLANCA"
1219,327,266,"TRAZO 84142 C-1  Y  F2   DOS COPIAS DE CADA UNO."
1220,327,269,"TRAZO 66103 C-1  Y  F   DOS COPIAS DE CADA UNO."
1221,327,270,"TRAZO  76103F2  DOS COPIAS DE CADA UNO."
1222,328,271,"TRAZO 66104 C-1  Y  F1   DOS COPIAS DE CADA UNO."
1223,328,272,"TRAZO 76104  F2    DOS COPIAS"
1224,328,326,"TRAZO 71888 F1   UNA COPIA
TRAZO 71888 F  UNA COPIA"
1225,328,327,"TRAZO 31889 F1  DOS COPIAS
TRAZO 31889 F DOS COPIAS"
1226,328,326,"ETIQUETA DE LAVADO MOD. 888W CON CODIGO 7509564 718886 TALLAS CH, M, G Y EX
ETIQUETA DE MCA ATHLETIC WORKS PARA 480
ETIQUETAS DE TALLA CH, M, G Y EX"
1227,328,327,"ETIQUETA DE LAVADO MOD. 889W CON CODIGO 7509564 318895 TALLAS CH,M, G Y EX
ETIQUETAS MCA ATHLETIC WORKS PARA 2640
ETIQUETAS DE TALLA CH, M, G Y EX"
1228,329,323,"TRAZO 81885 F, C, CA, CA1 ,  C-1  Y  F1      UNA COPIA DE CADA UNO."
1229,329,323,"ETIQUETAS DE LAVADO MOD. 885W CON CODIGO 7509564 818852 TALLAS CH, M, G Y EX
ETIQUETAS MCA ATHLETIC WORKS 540 PZAS
ETIQUETAS DE TALLA CH, M, G Y EX   1300 PZAS POR TALLA."
1230,329,323,"CIERRE VENUS SEPARABLE COLOR MARINO
DE 70 CM PARA TALLAS CH Y M  248 PZAS
DE 75 CM PARA TALLAS G Y EX  248 PZAS"
1231,330,323,"MUESTRA CHAMARRA COLOR BLANCO/MNO./ROJO T-M
HOJA DE ESPECIFICACIONES 
ORDEN DE PRODUCCION"
1232,331,326,"MUESTRA PANTALON COLOR MARINO/BCO/ROJO T-M
HOJA DE ESPECIFICACIONES
ORDEN DE PRODUCCION"
1233,331,327,"MUESTRA BERMUDA COLOR ROJO/BCO/MNO. T-M
HPJA DE ESPECIFICACIONES
ORDEN DE PRODUCCION"
1234,332,245,"MUESTRA PANTALON COLOR NEGRO/BLANCO T-M"
1235,332,246,"MUESTRA CHAMARRA COLOR NARANJA/NEGRO T-M"
1236,332,247,"MUESTRA SUDADERA COLOR NEGRO/BCO. T-M"
1237,333,245,"TRAZO 71106 F,  F1  Y   F2   UNA COPIA DE CADA UNO."
1238,333,246,"TRAZO 81106   F1, F2, CA1, CA2, CA3, CA4  Y  F3  UNA COPIA DE CADA UNO."
1239,333,247,"TRAZO  61106  F, F1, C,  C-1,  CA,       C-2  Y  F2     UNA COPIA DE CADA UNO."
1240,333,245,"ETIQUETA DE LAVADO TALLA CH, M, G Y EX  
ETIQUETA BORDADA MCA CHEROKEE PARA 848
ETIQUETAS DE TALLA CH, M, G Y EG"
1241,333,246,"ETIQUETA DE LAVADO TALLAS CH, M, G Y EX
ETIQUETA BORDADA MCA CHEROKEE  PARA  848
ETIQUETAS DE TALLA CH, M, G Y EG"
1242,333,246,"CIERRE VENUS SEPARABLE COLOR NARANJA Y ROJO   (AL FONDO)
DE 70 CM PARA TALLAS CH Y M 216 PZAS POR COLOR
DE 75 CM PARA TALLAS G Y EX  217 PZAS POR COLOR"
1243,333,247,"ETIQUETA DE LAVADO TALLAS CH, M, G Y EX
ETIQUETA BORDADA MCA CHEROKEE PARA 848
ETIQUETAS DE TALLA CH, M, G Y EG"
1244,333,295,"TRAZO 81009 C-1   DOS COPIAS

SE ENVIA UN TRAZO DE TIRAS"
1245,334,329,"TRAZO 51303   AC  Y  AF    DOS COPIAS DE CADA UNO."
1246,335,245,"TRAZO  71106 F3   UNA  COPIA"
1247,336,329,"ETIQUETA BORD. MCA X-TEND   4950 PZAS
ETIQUETAS DE TALLA CH Y EX   1300 PZAS POR TALLA
ETIQUETAS DE TALLA M Y G   2600 PZAS POR TALLA"
1248,336,329,"ETIQUETA DE LAVADO TALLAS CH, M, G Y EX
CON MOD. 0303-B  Y CON CODIGO  7509564513030"
1249,337,322,"CIERRE VENUS  NEGRO Y BLANCO 
DE 70 CM  80 PZAS  POR COLOR
DE 75 CM  80 PZAS POR COLOR."
1250,337,246,"TRAZO CA5   UNA COPIA"
1251,337,247,"TRAZO CA1  UNA CPIA"
1252,338,315,"ELASTICO DE 2""  ( 100 MTS)
ETIQUETA DE MCA X-TEND   300 PZAS"
1253,338,318,"CIERRE VENUS SEPARABLE  BLANCO 30 PZAS
DE 75 CM PARA TALLAS G-EX"
1254,339,326,"ELASTICO DE  1 1/2""   360 MTS

LA JARETA SE PONDRA  APARTE  (BCA)"
1255,339,327,"ELASTICO DE 1 1/2""  1980 MTS
LA JARETA (BCA)  SE PONDRA APARTE."
1256,340,326,"JARETA BCA.  720 MTS
ESTA JARETA SE PONDRA EN ALMACEN"
1257,340,327,"JARETA BCA  3960 MTS
ESTA JARETA SE PONDRA EN ALMACEN"
1258,341,245,"ELASTICO DE 1 1/2"" CON JARETA 14 ROLLOS ( 700 MTS.)"
1259,341,297,"CIERRE VENUS SEP. OXFORD DE  70 CM 17 PZAS  PARA TALLA EX"
1260,341,295,"ETIQUETA DE LAVADO  TALLA  CH  220 PZAS
REPORTADAS COMO EXTRAVIADAS."
1261,343,274,"TRAZO  F, CA   DOS COPIAS DE CADA UNO"
1262,343,275,"TRAZO F  DOS COPIAS"
1263,343,276,"TRAZO C Y F  DOS COPIAS DE CADA UNO"
1264,343,277,"TRAZO C Y F  DOS COPIAS DE CDA UNO"
1265,344,274,"ETIQUETA DE LAVADO TALLAS CH (4-6)  M(8-10)  G(12-14)  EG (16-18)  TOT. 940 PZAS
ETIQUETA BORD MCA CHEROKEE 904 PZAS
ETIQUETAS DE TALLA CH Y EX  165 PZAS POR TALLA
TALLAS M Y G 320 PZAS POR TALLA"
1266,344,274,"CIERRE VENUS SEP. COLOR ROJO Y REY
DE 50 CM PARA TALLA CH 76 PZA POR COLOR
DE 55 CM PARA TALLA M 148 PZA POR COLOR
DE 60 CM PARA TALLA G 150 PZA POR COLOR
DE 65 CM PARA TALLA EX 78 PZAPOR COLOR"
1267,344,275,"ETIQUETA DE LAVADO TALLAS CH(4-6)  M(8-10)  G(12-14)  EG (16-18) TOT. 940 PZAS
ETIQUETA BORD MCA CHEROKEE 904 PZAS
ETIQUETAS DE TALLA CH Y EX 165 PZAS
TALLAS M Y G  320 PZAS POR TALLA"
1268,344,275,"ELASTICO DE 1 1/2"" CON JARETA  562 MTS"
1269,344,276,"ETIQUETA DE LAVADO TALLAS CH (4-6)  M(8-10)  G(12-14)  EG (16-18)   TOT.  940 PZAS
ETIQUETA BORD. MCA CHEROKEE  904 PZAS
ETIQUETAS DE TALLA CH Y EX  165 PZA POR TALLA
M Y G 320  PZAS POR TALLA"
1270,344,276,"CIERRE VENUS SEP. COLOR JASPE Y MARINO
DE 50 CM PARA TALLA CH 76 PZAS POR COLOR
DE 55 CM PARA TALLA M 148 PZA POR COLOR
DE 60 CM PARA TALLA G 150 PZA POR COLOR
DE 65 CM PARA TALLA EG 78 POR COLOR"
1271,344,277,"ETIQUETA DE LAVADO TALLAS CH (4-6)  M(8-10)  G (12-14)  EG (16-18)  TOT. 940 PZAS
ETIQUETA BORD MCA CHEROKEE  904 PAS
ETIQUETAS DE TALLA CH Y EX  165 POR TALLA
TALLA M Y G  320 PZAS POR TALLA"
1272,344,277,"ELASTICO DE 1 1/2"" CON JARETA   562 MTS"
1273,345,274,"MUESTRA CHAMARRA COLOR ROJO T-M"
1274,345,275,"MUESTRA PANTALON COLOR PLUMBAGO T-M"
1275,345,276,"MUESTRA CHAMARRA COLOR GRIS/VDE/HUESO T-M"
1276,345,277,"MUESTRA PANTALON COLOR GRIS/VDE/HUESO T-M"
1277,345,278,"MUESTRA CHAMARRA COLOR ROSA/VINO T-M"
1278,345,279,"MUESTRA PANTALON ROSA/VINO/BCO. T-M"
1279,345,280,"MUESTRA CHAMARRA JASPE/LILA T-M"
1280,345,281,"MUESTRA PANTALON JASPE/LILA T-M"
1281,346,302,"MUESTRA CHAMARRA COLOR JASPE/NARANJA T-M"
1282,346,303,"MUESTRA PANTALON COLOR OXFORD/JASPE/NARAN. T-M"
1283,346,304,"MUESTRA SUDADERA COLOR ROJO/MNO./BCO. T-M"
1284,346,305,"MUESTRA PANTALON COLOR MNO/BCO T-M"
1285,346,306,"MUESTRA CHAMARRA COLOR NARANJA/ACERO T-M"
1286,346,307,"MUESTRA PANTALON COLOR JASPE/NARANJA T-M"
1287,347,278,"TRAZO  86102 F  Y  C   DOS COPIAS DE CADA UNO."
1288,347,279,"TRAZO 76102  F  ,  C Y  CA   DOS COPIAS DE CADA UNO."
1289,347,280,"TRAZO 86108   F,  C  Y  CA   DOS COPIAS DE CADA UNO."
1290,347,281,"TRAZO  76108   F  Y  C   DOS COPIAS DE CADA UNO."
1291,348,302,"TRAZO 81013  C11,  C21  UNA COPIA DE CADA UNO
81013  F1   DOS COPIAS"
1292,348,303,"TRAZO  71013  C-1   Y  F1   UNA COPIA DE CADA UNO"
1293,348,304,"TRAZO  61014  C-1   UNA COPIA
61014  F1   DOS COPIAS"
1294,349,305,"TRAZO 71014 F1   UNA COPIA"
1295,349,306,"TRAZO 81015  F1  Y  C-1    UNA  COPIA DE CADA UNO"
1296,349,307,"TRAZO 71015  F1  Y  C-1    UNA COPIA DE CADA UNO"
