"IdCC_Auditorias","NumAuditoria","IdOrdenes","FechaElaboracion","FechaAuditoria","IdMaquilero","IdUsuariosElaboro","IdUsuariosAuditor","TamanoMuestra","Resultado","TipoAuditoria","Observaciones","Cancelada"
126,126,794,20/08/2008 14:49:35,20/08/2008 00:00:00,44,31,31,32,1,2,"Confecci¢n buena . Pero presenta hebras.

Por indicaci¢n de Producci¢n Daniel Masri se aceptaran estas ordenes con el problema de deshebrado y no se rechazaran en la auditoria,. Visto esto enla junta de Indicadores del 19 de Agosto del 2008
Prendas de Yazbek",0
127,127,796,20/08/2008 15:23:03,20/08/2008 00:00:00,44,31,31,32,1,2,"Confecci¢n buena . Pero presenta hebras.

Por indicaci¢n de Producci¢n Daniel Masri se aceptaran estas ordenes con el problema de deshebrado y no se rechazaran en la auditoria,. Visto esto enla junta de Indicadores del 19 de Agosto del 2008
Prendas de Yazbek",0
128,128,795,20/08/2008 16:03:04,20/08/2008 00:00:00,44,31,31,13,1,2,"Confecci¢n buena . Pero presenta hebras.

Por indicaci¢n de Producci¢n Daniel Masri se aceptaran estas ordenes con el problema de deshebrado y no se rechazaran en la auditoria,. Visto esto enla junta de Indicadores del 19 de Agosto del 2008
Prendas de Yazbek",0
129,129,793,20/08/2008 16:14:30,20/08/2008 00:00:00,44,31,31,20,1,2,"Confecci¢n buena . Pero presenta hebras.

Por indicaci¢n de Producci¢n Daniel Masri se aceptaran estas ordenes con el problema de deshebrado y no se rechazaran en la auditoria,. Visto esto enla junta de Indicadores del 19 de Agosto del 2008

Prendas de Yazbek",0
130,130,792,20/08/2008 16:20:23,20/08/2008 00:00:00,44,31,31,13,1,2,"Confecci¢n buena . Pero presenta hebras.

Por indicaci¢n de Producci¢n Daniel Masri se aceptaran estas ordenes con el problema de deshebrado y no se rechazaran en la auditoria,. Visto esto enla junta de Indicadores del 19 de Agosto del 2008

Prendas de Yazbek",0
131,131,704,17/09/2008 14:11:24,05/09/2008 00:00:00,13,31,31,32,2,2,"La  producci¢n presenta algunas prendas las cuales  tienen tono  en la bolsas, esto no es muy notorio ya qu ela bolasa ba interna y solo se aprecia una parte. Esto se detecto desde la auditoria en l°nea y se le indico a Tomas que no pegara asi estas bolsas.",0
132,132,721,17/09/2008 14:32:05,05/09/2008 00:00:00,42,31,31,32,1,2,"Se observaron algunos pantalones con ligera variaci¢n de medida  en una de las piernas en la que va el vivo. La causa probable es el pegado de este mismo vivo.",0
133,133,803,17/09/2008 14:39:44,10/09/2008 00:00:00,32,31,31,13,1,2,"Conjunto esta auditoria fue aplicada solo al Pantal¢n",0
134,134,803,17/09/2008 14:45:33,10/09/2008 00:00:00,32,31,31,13,1,2,"Conjunto esta auditoria fue aplicada solo a la Chamarra",0
135,135,766,17/09/2008 14:48:40,10/09/2008 00:00:00,6,31,31,32,1,2,"Ligera variaci¢n detono de cardigan contra tela base aceptable

TambiÇn presenta tono de prenda a prenda se informo a Ricardo y se pidio tener cuidado y separar al empacar.",0
136,136,767,17/09/2008 14:58:36,10/09/2008 00:00:00,6,31,31,32,1,2,"Ligeravariaci¢n de tono cardigan contra tela base aceptable
Correcci¢n la variaci¢n de tono es en la misma prenda ligera aceptable pero si presenta variaci¢n de tono de prenda a prenda.
La prenda es Pantal¢n",0
137,137,806,17/09/2008 15:05:03,12/09/2008 00:00:00,42,31,31,32,2,2,"Conjunto esta auditoria fue aplicada solo a la Chamarra.
Las prendas presentaron muchos piquetes se reporto a la maquilera y se le dijo que tenia que arreglarlo.

Se informo a direcci¢n Daniel Masri.",0
138,138,806,17/09/2008 15:16:30,12/07/2008 00:00:00,42,31,31,13,2,2,"Conjunto esta auditoria fue aplicada solo al pantal¢n.
Las prendas presentaron muchos piquetes se reporto a la maquilera y se le dijo que tenia que arreglarlo.

Se informo a direcci¢n Daniel Masri.",0
139,139,805,17/09/2008 17:53:36,13/09/2008 00:00:00,39,31,31,5,1,2,"Se le reporto al maquilero inicialmente que tenia hebras sus prendas el las reviso y dehebro el mismo d°a  y esta auditoria se realizo despues de que el reviso la mercanc°a.",0
140,140,768,17/09/2008 17:58:04,15/09/2008 00:00:00,6,31,31,20,1,2,"Se observo ligera variaci¢n de tono d etela contra rib y en algunos casos contra capucha, Ya se habia reportado una variaci¢n igual  en lo que se recibio de  sudadera y pantalon la cual fue reportada a direcci¢n Daniel Masri.
La producci¢n ya habia sido empacada  ya que e recibio el viernes porla noche  y no se me notifico de su llegada, solo se auditaron esas dos cajas y  en base a eso se acepto la prenda

TambiÇn se encontro tono de prenda a prenda y me informo Ricardo el encargado de almacen que procuraron separar lo mejor posible los tonos.

Hago menci¢n de que se habi°a reportado lomismo en las otras prenda  pantal¢n y sudadera ya que en estas se indico se eligieran las mejores y lo muy grabe se separara.

Por lo anterior  se manejo el mismo criterio  en base a lo que encontre en las cajas.",0
141,141,723,07/10/2008 11:40:25,17/09/2008 00:00:00,13,31,31,32,1,2,"Hay variaci¢n de prenda a prenda.
Error en dato de orden  esta corresponde a la orden  817",1
142,142,722,07/10/2008 11:45:35,17/09/2008 00:00:00,13,31,31,32,2,2,"Fue rechazada ya que presenta contaminaci¢n de pelusa en la tela se le hab°a informado al maquilero dede la linea que debia arreglarlo pero no lo hizo as°. Se notifico posteriormente y dijo que no lo arreglaria.

Presenta ligera diferencia de tono entre tela base de la prenda y el cardigan pero fue autorizado por direcci¢n Producci¢n se confeccionara as°.",0
143,143,803,07/10/2008 11:51:12,19/09/2008 00:00:00,32,31,31,13,1,2,"Conjunto Prenda Chamarra",0
144,144,803,07/10/2008 11:53:06,19/09/2008 00:00:00,32,31,31,13,1,2,"Conjunto prenda auditada pantal¢n",0
145,145,704,07/10/2008 11:59:24,22/09/2008 00:00:00,13,31,31,32,2,2,"Se rechazo la auditoria y se notifico al maquilero pero dijo que no tenia a nadien para que arreglara la  producci¢n se informo a Direcci¢n Producci¢n y se esta arreglando en almacen.",0
146,146,805,07/10/2008 12:04:05,23/09/2008 00:00:00,39,31,31,13,1,2,,0
147,147,806,07/10/2008 12:15:01,25/09/2008 00:00:00,42,31,31,13,1,2,,0
148,148,743,07/10/2008 12:17:35,29/09/2008 00:00:00,13,31,31,20,1,2,,0
149,149,740,07/10/2008 12:23:38,01/08/2009 00:00:00,11,31,31,20,1,2,,0
150,150,744,07/10/2008 12:29:02,01/09/2008 00:00:00,36,31,31,13,1,2,"Dise§o autorizo que se utilizara hilo blanco para unir las mangas  en color marino por la premura d ela entrega.",0
151,151,741,07/10/2008 12:44:54,02/09/2008 00:00:00,45,31,31,20,1,2,"En la auditoria de la linea se le informo que se veian algunas prendas con el cuello enbebido, pero se le solicito que planchara para corregir el problema lo hizo  y se le acepto la prenda.",0
152,152,741,07/10/2008 12:48:44,02/10/2008 00:00:00,13,31,31,20,2,2,"Se rechaza ya que la producci¢n no es igual a la solicitada.",0
153,153,742,07/10/2008 12:53:41,02/10/2008 00:00:00,13,31,31,20,1,2,,0
154,154,773,10/10/2008 11:47:07,10/10/2008 00:00:00,6,31,31,32,1,2,"Se encontro una prenda con diferencia de tono  en la misma pieza. 

En este casose reporto problemas de tono en la tel provoado por manchas de mal te§ido de notifico a Direcci¢n Daniel Masri  y fue autorizado al maquilero utilizar la tela as°.
Por lo cual se acepta la auditoria.",0
155,155,804,15/10/2008 09:57:13,10/10/2008 00:00:00,45,31,31,20,1,2,"Esta auditoria corresponde solo a la Cahamarra. Del conjunto de dos piezas.",0
156,156,723,16/10/2008 14:07:08,16/10/2008 00:00:00,13,31,31,32,2,2,"Se trataron de quitar la mayor cantidad de hilos a las prendas ya que urgia la entrega de las mismas.
TambiÇn se solicito al almacen (Ricardo Ortiz) que se separara las prendas por tono ya que presentaban variaci¢n de tono de  prenda a prenda.",0
157,157,705,27/10/2008 12:07:40,15/10/2008 00:00:00,13,31,31,20,2,2,,0
158,158,747,27/10/2008 12:18:17,27/10/2008 00:00:00,42,31,31,13,1,2,"Como comentario se encontraron 2 piezas en dodnde se alcanza a ver  lligeramente la costura encimada se tomaron como defectos  pero ya que n hay un defecto cone ste nombre en la lista lo anotamos en el puto de buena costura tomando un AQL de 10.",0
159,159,722,27/10/2008 12:33:38,27/10/2008 00:00:00,13,31,31,32,1,2,"Presenta pelusa en el color olivo esta es en color verde contaminaci¢n de la tela en contraste.Se notifico de esto al Maquilero Tomas, pero el dijo que no podia limpiarlo.

Tambien Hay tono de prenda a prenda, tanto en color rojo como en el color olivo.
Referente a las medidas se estan revisando ya que hay diferencias con repecto alas fichas tecnicas de control contra las entregadas a Soriana.

Se informo a  Direcci¢n Daniel Masri, referente al porblema de pelusa , se le llevo muestra y se indico que as° se enviara .",0
160,160,720,27/10/2008 12:36:08,27/10/2008 00:00:00,40,31,31,32,1,2,"Se detectaron algunas diferencias de tono de prenda a prenda
Referente a las medidas se estan revisando ya que hay diferencias con repecto alas fichas tecnicas de control contra las entregadas a Soriana.",0
161,161,774,27/10/2008 12:37:14,27/10/2008 00:00:00,6,31,31,32,1,2,"Las prenda presentaron diferencia de tono de prenda aprenda y en lamisma prenda se informo a Direcci¢n (Daniel Masri) y se le ense§aron muestra las cuales se autorizaron. Y se libero as° la mercanc°a.",0
162,162,772,27/10/2008 12:41:19,27/10/2008 00:00:00,6,31,31,32,1,2,"La pendas presentaron variaciones de tono y se hab°a notificado anteriormente hantes de que se terminara el corte que habia rollos manchados pro Direcci¢n autorizo al maquilero se confeccionara a°.

Se informo tambiÇn de la diferencia de tono de cardigan contra tela y se enze§aron muestras a Direcci¢n las cuales fueron autorizadas y se indico se enviara la mercanc°a as°.Por lo cual se libero.",0
163,163,748,10/11/2008 16:21:56,10/11/2008 00:00:00,42,31,31,13,1,2,,0
164,164,746,10/11/2008 17:23:45,11/11/2008 00:00:00,46,31,31,13,1,2,,0
165,165,825,14/11/2008 12:28:05,10/11/2008 00:00:00,0,31,31,13,2,2,"Se encontraron muchas hebras en prenda. Pero ya que era una producci¢n que teniamos en el almacen  desde  el a§o paado  y se utilizo para surtir lo de chedraui. Se deshebro para que se pudiera mandar.
Se informo de esto a direcci¢n.Daniel Masri
La auditoria se aplico alas dos variantes.
TambiÇn se informo que las medidas no concuerdan con las fichas  de esta producci¢n pero esto es debido  a que es porducci¢n de otros modelos pero similares a lo que se necesitaba mandar a Chedraui. Lo cual causa la variaci¢n se informo a Direcci¢n y se  nos indico se mandara as°, enbase alo explicado anteriormente.
",0
166,166,828,14/11/2008 12:41:49,10/11/2008 00:00:00,0,31,31,13,2,2,"Se encontraron muchas hebras  pero al ser producci¢n del a§o pasado utilizada para cubrir el pedido, se decidi¢  que se deshebrara aqu° por locual se procuro eliminar lo mas que se pudiera la hebras. 

Tambien se detecto que en la variante en color marino con franjas  en color azul rey este presenta un pesunte en la parte trasera, pero la variante en color jape no tiene dicho pespunte . Se infrmo a direcci¢n y se indico que se mandara as°.

TambiÇn se informo que el pantalon presentaba ojales al frente pero no tenia la augeta por loc ual se encago la gente de Almacen de ponerla.

TambiÇn se informo que las medidas no concuerdan con las fichas  de esta producci¢n pero esto es debido  a que es porducci¢n de otros modelos pero similares a lo que se necesitaba mandar a Chedraui. Lo cual causa la variaci¢n se informo a Direcci¢n y se  nos indico se mandara as°, enbase alo explicado anteriormente.",0
167,167,823,19/11/2008 16:46:57,10/11/2008 00:00:00,0,31,31,13,2,2,"Se detectaron algunasprendas co el estampado ligeramente encimado en la costura de pespunte y lun poco chueco. La chamarra auditada fue en color naranja.
Esta es una producci¢n del a§o pasado pero se mandara a Chedraui
",0
168,168,719,21/11/2008 10:26:54,21/11/2008 00:00:00,13,31,31,32,1,2,"La auditoria  presento hebras en cuanto a los defectos aceptados  en relaci¢n a lo muetreado  y aplicando la tabla militar standr pasa , pero de todas formas se  notifico a Tomas Pe§a para que tenga el cuidado necesario, ya qu eno es la primera vez qu se le hacen este tipo de recomendaciones.",0
169,169,751,24/11/2008 16:59:06,24/11/2008 00:00:00,45,31,31,20,1,2,,0
170,170,750,26/11/2008 13:07:56,26/11/2008 00:00:00,42,31,31,20,1,2,,0
171,171,715,03/12/2008 14:36:40,03/12/2008 00:00:00,50,31,31,32,1,2,"Paso la auditoria pero esta en el limite de aceptaci¢ por el defecto de hebras se notifico al Maquilero desde l°nea de este problema. Se encontraron algunas piezas con el plizado  de costura esto se reporto a Direcci¢n (Daniel Masri), esto desde que estaba en la linea pero por la urgencia se acepto as° solo sele pidio corregir lo mas mal, y lo dem†s no se alcanza a perder  por la costura de la pretina.",0
172,172,719,05/12/2008 18:07:36,04/12/2008 00:00:00,13,31,31,32,1,2,,1
173,173,716,05/12/2008 18:14:01,04/12/2008 00:00:00,49,31,31,20,1,2,,0
174,174,716,05/12/2008 18:16:59,05/12/2008 00:00:00,51,31,31,20,1,2,"Se noto una diferencia en el tama§o de la piola de 1/16 en comparaci¢n a la producci¢n que entrego la maquilera Ma. De la Luz ase informo a Direcci¢n. En cuanto a lo dem†s es aceptable al confecci¢n pero se ve aun mejor lo que confcciono Ma. De la Luz.",0
175,175,717,05/12/2008 18:18:35,04/12/2008 00:00:00,13,31,31,32,1,2,"La Orden paso a penas en el limite de aceptaci¢n consideran el defecto de planchado en un AQL de 10.",0
176,176,718,05/12/2008 18:25:04,03/12/2008 00:00:00,48,31,31,13,1,2,"la prenda se ve bien y plancho el la zona de cuello como se le indico ya que se notaba un fruncimiento que solos e podia arreglar con plancha.

Lo malo es que el maquilero entrego incompeto y e mando el faltante a confeccionar con Tomas Pe§a.",0
177,177,718,08/12/2008 17:26:56,05/12/2008 00:00:00,13,31,31,32,2,2,"Las prendas no fueron planchadas se notifico a Direccion producci¢n Daniel Masri. El maquilero informo que no plancharia ya que si lo hacia no  daria tiempo de terminar. 
Al maquilero (Tomas Pe§a), se le pidio nos hiciera esta producci¢n con Urgencia ya que el maquilro que tenia este corte no lo termino y solo entrego una peque§a parte.

La prenda se ve mal en la parte del cuello requeria plancha.",0
178,178,813,10/12/2008 13:29:59,09/12/2008 00:00:00,47,31,31,20,2,2,"Se encontraron piezas donde pasaron la costura por enciama de la leyenda por lo cual no se identifica bien lo que describe . La Orden fue rechazada y  se  informo al maquilero para que lo revise  al 100% y  cambie las etiquetas con problema",0
179,179,829,22/12/2008 14:42:03,22/12/2008 00:00:00,54,31,31,13,2,2,"El forro en laos primeros 400 conjuntos se encontraron piezas desgarradas en el forro, tambiÇn piezas con tono.

Y en la segunda entega se encontraron prendas sin deshebrar bien se trato de quitar varios hilos para la entrega, pero por la urgencia el maquilero no pudo seshebrar ni planchar bien.",0
180,180,829,26/12/2008 12:40:42,26/12/2008 00:00:00,56,31,31,20,1,2,"Se encontro diferencia de tonos de prenda a prenda y solo una con tono en la  misma pieza de la prenda.Por tela manchada.",0
181,181,814,26/12/2008 12:44:32,26/12/2008 00:00:00,49,31,31,20,1,2,"Se encontraron tonos de prenda a prenda",1
182,182,829,26/12/2008 13:57:32,29/12/2008 00:00:00,52,31,31,32,1,2,"Se encontraron tonos de prenda a prenda.",0
183,183,829,30/12/2008 10:25:50,,,31,0,0,0,0,,1
184,184,746,02/01/2009 14:55:00,23/12/2008 00:00:00,46,31,31,20,1,2,,0
185,185,829,05/01/2009 18:26:31,29/12/2008 00:00:00,60,31,31,13,1,2,"Se encontraron tonos de prenda aprenda",0
186,186,814,05/01/2009 18:32:44,26/12/2008 00:00:00,49,31,31,20,2,2,"Se encontro que los pantalones no tiene etiqueta de monarch.",0
187,187,749,07/01/2009 12:17:33,07/01/2009 00:00:00,45,31,31,20,2,2,"Ya se hab°a solicitado al maquilero que tuviera mucho cuidado con las manchas ya que se detecto que estaban saliendo prendas manchadas  desde linea. 
La mancha se encontro en el vivo blanco de la chamarra negra. NO se pudo quietar  po lo que se mandaron  varias prendas con el problema esto autorizado por Daniel Masri  debido a la urgencia de la entrega.
Se trato de desmanchar pero no se pudo quitar la mancha  con ninguno de los productos utilizados.
Esta mancha fue provocada por la tela negra que esta soltando color y al planchar la zona negr y despues la blanca  adhiere este  ocasionando la mancha.",0
188,188,745,07/01/2009 12:20:21,07/01/2009 00:00:00,45,31,31,20,2,2,"Se encontraronprendas manchadas sobre todo en el color blanco ya se le hab°a informdo al maquilero desde la auditoria en liea que tuviera cuidado pero no lo hizo. Y nos entrego manchado se le devolvieron las prendas para que arreglara el problema.",0
189,189,818,09/01/2009 11:32:15,09/01/2009 00:00:00,56,31,31,20,2,2," se encontraron prendas con etiqueta de TAP pegada al reves se notifico esto al Maquilero.",0
190,190,818,09/01/2009 11:37:49,12/01/2009 00:00:00,49,31,31,20,1,2,,0
191,191,754,09/01/2009 11:41:28,09/01/2009 00:00:00,42,31,31,13,1,2,,0
192,192,819,09/01/2009 11:43:39,09/01/2009 00:00:00,13,31,31,32,2,2,"Coloco etiquetas de Tap al  reves",0
193,193,820,09/01/2009 11:46:03,12/01/2009 00:00:00,13,31,31,32,2,2,"El maquilero no placho la producci¢n se  le pidio que lo hiciera en  las auditorias realizadas en l°nea. Sobre todo en la parte delc uello dodnde se ve un fruncimiento que se quita con plancha.",0
194,194,821,09/01/2009 11:47:21,09/01/2009 00:00:00,42,31,31,32,1,2,,0
195,195,822,09/01/2009 11:49:01,09/01/2009 00:00:00,13,31,31,32,2,2,"El pantal¢n presenta  mal deshebrado y no  prsenta caracteristicas de  haber sido planchado bien  se le notifico esto desde la visita al taller.

Se le informo al maquilero para que vieniera a arregalr su prosucci¢n.",0
196,196,816,20/01/2009 11:18:58,20/01/2009 00:00:00,21,31,31,13,2,2,"Principal problema causa de rechazo. Mal deshebrado.",0
197,197,818,20/01/2009 11:55:49,19/01/2009 00:00:00,46,31,31,20,1,2,,0
198,198,817,28/01/2009 17:51:17,29/01/2009 00:00:00,21,31,31,20,2,2,"Las prendas presentan cierre enbebido se e  indico al Maquilero desde que tenia la produccion en  l°nea que deb°a planchar para corregir el problema se hizo una prueba aqu° con una de las chamarras de la producci¢n y si se corrige mucho el problema por lo anterior se le rechazo y se le informo al Maquilero Daniel Gurierrez.",0
199,199,831,30/01/2009 17:22:07,30/01/2009 00:00:00,13,31,31,32,2,2,"Se notifico al maquilero y deshebrara las prendas  se le aplicara la sanci¢n correspondiente.",1
200,200,830,27/02/2009 10:34:28,19/02/2009 00:00:00,56,31,31,32,1,2,,0
201,201,832,27/02/2009 10:37:14,19/02/2009 00:00:00,56,31,31,32,2,2,"Se informo al maquilero que esta rechazada su producci¢n por mal deshebrao se le estuvo indicando en auditoria que tenia que deshbrar. Por lo anterior se reporto y el maquilero vendra deshebrr la mercancia y se le aplicra la sanci¢n correspondiente.",0
202,202,834,27/02/2009 10:39:37,18/02/2009 00:00:00,13,31,31,20,1,2,,0
203,203,831,27/02/2009 10:53:35,18/02/2009 00:00:00,13,31,31,32,1,2,,0
204,204,834,27/02/2009 10:57:39,13/02/2009 00:00:00,13,31,31,20,2,2,"Se detectaron rendas con la ubicacipon de la bolsa no acorde a la prenda requerida se informao al maquilero y arreglara dichos pantalones.",0
205,205,854,27/02/2009 11:02:09,17/02/2009 00:00:00,63,31,31,8,1,2,"Le falto en algunas pendas un poco de planchdo pero, el maquilero entrego directamente al estampador y del estampador se recogieron las prendaspero las el chofer las trajo sin acomodar y en monton lo cual puede haber ocasionado que haya perdido un poco el planchado.",0
206,206,855,27/02/2009 11:07:06,17/02/2009 00:00:00,63,31,31,8,1,2,,0
207,207,856,27/02/2009 11:14:00,17/02/2009 00:00:00,63,31,31,8,1,2,,0
208,208,857,27/02/2009 11:21:30,17/02/2009 00:00:00,63,31,31,8,1,2,,0
209,209,858,27/02/2009 11:25:20,17/02/2009 00:00:00,63,31,31,8,1,2,"Le falto en algunas pendas un poco de planchdo pero, el maquilero entrego directamente al estampador y del estampador se recogieron las prendaspero las el chofer las trajo sin acomodar y en monton lo cual puede haber ocasionado que haya perdido un poco el planchado.",0
210,210,860,03/03/2009 17:42:03,27/02/2009 00:00:00,13,31,31,5,1,2,,0
211,211,861,03/03/2009 17:46:50,27/02/2009 00:00:00,13,31,31,5,1,2,,0
212,212,862,03/03/2009 17:48:42,27/02/2009 00:00:00,63,31,31,5,1,2,"Se encontro que el estampado en el logo presenta un defecto de estampado se notifico a Direcci¢n de producci¢n.Daniel Masri",0
213,213,815,09/03/2009 16:15:59,05/03/2009 00:00:00,21,31,31,20,1,2,"

PANTALON

",0
214,214,815,09/03/2009 16:20:46,05/03/2009 00:00:00,21,31,31,20,1,2,"CHAMARRA",0
215,215,836,09/03/2009 16:26:39,09/03/2009 00:00:00,13,31,31,32,1,2,"Las prendas fueron recibidas or el Almacen en bultos, pero se conto la mercancia y no se reviso que vienen mas vultos de los que se indican en la bolsa. Se conto y se metio nuevamente a las bolsas pero no se tuvo cuidado y se estan arrugando las prendas. Ya se le aviso a Ricardo.",0
216,216,835,18/03/2009 16:58:08,17/03/2009 00:00:00,63,31,31,32,1,2,,0
217,217,833,23/03/2009 18:11:13,23/03/2009 00:00:00,60,31,31,32,1,2,"Presenta hebras pero pasa en AQL de 10.",0
218,218,833,25/03/2009 16:58:14,24/03/2009 00:00:00,54,31,31,13,2,2,"Se realizaron reparaciones de alguna piezas con puntadas rotas y mal deshebrado.",0
219,219,859,15/04/2009 11:15:41,07/04/2009 00:00:00,13,31,31,32,1,2,"Se encontraron prendas con etiqueta equivocada pero el maquilero se las llevo el mosmo d°a para su arreglo.",0
220,220,859,15/04/2009 11:32:49,14/04/2009 00:00:00,13,31,31,32,2,2,"Coloc¢ etiquetas incorrectas en un paquete de la talla mediana en el color verede y env°o aproximadamente 80 prendas sin etiqueta pero estas prendas las hiso de mas",1
221,221,847,15/04/2009 11:36:33,08/04/2009 00:00:00,56,31,31,32,1,2,"La orden pasa pero esta en el l°mite por deshebrado. TambiÇn se encontro una prenda con tono en la misma prenda. Se notifico a Direcci¢n producci¢n. Daniel Masri.

Hay prendas que no tiene cinta palmita ya que no le alcanzo al maquilero ya fue reportado y se solicito maas cinta.",0
222,222,845,15/04/2009 11:39:57,15/04/2009 00:00:00,63,31,31,13,1,2,"Se nota diferencia de tono en la pretina contra el cuerpo no en todas las tallas ni en todas las prendas. Esto es causado porque la tela base el tono es mas intenso, tambien hay variaci¢n de tono en la cinta palmita contra la prenda. Se Notifico y se mostraron prendas a Diecci¢n Producci¢n Daniel Masri y se indico que as° se aceptara.",0
223,223,844,15/04/2009 12:00:58,15/04/2009 00:00:00,55,31,31,32,1,2,"Se  audito  solo la talla G en Bordani",0
224,224,846,28/04/2009 10:47:13,29/04/2009 00:00:00,63,31,31,32,1,2,,0
225,225,864,15/05/2009 10:06:55,15/05/2009 00:00:00,13,31,31,32,1,2,,0
226,226,841,29/05/2009 18:00:11,28/05/2009 00:00:00,42,31,31,32,1,2,,0
227,227,756,01/06/2009 16:52:08,01/06/2009 00:00:00,42,31,31,13,1,2,,0
228,228,869,04/06/2009 10:54:26,04/06/2009 00:00:00,62,31,31,5,1,2,,0
229,229,868,04/06/2009 11:09:23,04/06/2009 00:00:00,62,31,31,8,1,2,,0
230,230,867,04/06/2009 11:19:29,04/06/2009 00:00:00,62,31,31,13,1,2,,0
231,231,866,04/06/2009 11:22:40,04/06/2009 00:00:00,62,31,31,13,1,2,,0
232,232,865,04/06/2009 11:24:48,04/06/2009 00:00:00,62,31,31,13,1,2,,0
233,233,753,04/06/2009 11:26:58,03/06/2009 00:00:00,46,31,31,13,1,2,,0
234,234,842,09/06/2009 12:41:29,10/06/2009 00:00:00,13,31,31,32,1,2,"Se informo a Daniel Masri  esde antes de que se netregara la mercanc°a que le faltaba planchar el cuello. Esta operaci¢n no se termino de realizar por tiempo ya que de no entregarla el d°a Jueves 11 de Junio a Daladia para que le pusieran la aplicaci¢n y no estar°a tampoco lista para ser entregada el d°a viernes 12 y sabado 13 como se requr°a.
La prendas nos e pudieron Planchar y que no se ten°a ni la gente ni el tiempo para poderla terminar.",0
235,235,839,09/06/2009 12:42:42,10/06/2009 00:00:00,62,31,31,32,1,2,,0
236,236,840,09/06/2009 12:44:00,10/06/2009 00:00:00,91,31,31,20,1,2,"Se detectaron prendas en talla Ch sin planchar en lo que es la parte del vivo.",0
237,237,840,09/06/2009 12:45:56,10/06/2009 00:00:00,45,31,31,20,1,1,,1
238,238,840,11/06/2009 15:08:17,09/06/2009 00:00:00,45,31,31,32,1,2,,0
239,239,890,30/06/2009 15:07:46,30/06/2009 00:00:00,42,31,31,5,1,2,,0
240,240,889,30/06/2009 15:18:07,30/06/2009 00:00:00,42,31,31,5,1,2,,0
241,241,888,30/06/2009 15:19:11,30/06/2009 00:00:00,42,31,31,5,1,2,,0
242,242,849,06/07/2009 12:27:06,06/07/2009 00:00:00,62,31,31,32,1,2,,0
243,243,848,13/07/2009 15:17:01,13/07/2009 00:00:00,40,31,31,32,1,2,,0
244,244,852,13/07/2009 15:19:13,14/07/2009 00:00:00,62,31,31,32,1,2,"La  talla M. EG y Ch presentan 2 tipos de estampado o bien uno es aplicaci¢n con Flok y otro es estampado normal se informo a Daniel Masri y autorizo enviarlo as°. Esta producci¢n sinformo el Sr. Alejandro Mhor  que se mando inicialmente a la aplicaci¢n pero por falta de tiempo se mando a  estampar pero ya habia prendas con la aplicaci¢n.",0
245,245,851,13/07/2009 15:21:03,15/07/2009 00:00:00,45,31,31,32,1,2,"La prenda se mando a estampar y mancho muchas piezas el estampador, as° que las tuvo que desmanchar para enviarlas al cliente.",0
246,246,850,20/07/2009 16:41:33,20/07/2009 00:00:00,42,31,31,32,1,2,,0
247,247,755,07/08/2009 16:58:49,11/08/2009 00:00:00,42,31,31,13,1,2,,0
248,248,887,07/08/2009 17:17:20,11/08/2009 00:00:00,62,31,31,20,1,2,"See ncontraron prendas con problema de colocaci¢n de la aplicaci¢n de la palabra Head y del Logo algunas de estas se observa que pasaroan calor posiblemente con plancha pero las arreglara el maquilero Gerardo (Aplicaci¢n). Ya que se hab°a acordado que arreglaria las prendas desde antes de confeccionar.
Se reviso al 100% y se considero que 41 pzas la posible causa de que se vira par o con desprendimiento fue por plancha. Se informo tambiÇn al maquilero.",0
249,249,872,07/08/2009 17:19:45,11/08/2009 00:00:00,40,31,31,20,1,2,,0
250,250,873,14/08/2009 15:44:26,17/08/2009 00:00:00,45,31,31,32,1,2,"Se encontraron alguas prendas con defecto en la aplicaci¢n, ya que se esta desprendiendo o bien or la mala colocaci¢n, la cosura pasa sobre la prenda. Ya se informo al Maquilero de la aplicaci¢n para que arregle las prendas.",0
251,251,871,14/08/2009 15:51:33,17/08/2009 00:00:00,62,31,31,32,1,2,,0
252,252,874,25/08/2009 15:47:31,19/08/2009 00:00:00,42,31,31,32,1,2,,0
253,253,879,25/08/2009 16:52:59,22/09/2008 00:00:00,96,31,31,32,1,2,"La aletilla viene con diferencia en ancho de 1/8 esta se detecto en la l°nea pero ya no se puede corregir. TambiÇn la posici¢n de la aleitilla es incorrecta debe ser como unaprenda de dama no de caballero ya que el modelo es precisamente para dama.Ahora bien la muestra autorzada que ten°a el maquilero la posici¢n biene tambien equivocada, por loc ual el confecciono todo as°. NO se pudo hacer ningun cambio ya que tenia pracamente toda la prenda con aletilla cuando se fue a auditar.
TambiÇn se detetaron varias prendas alrededor de 70 con otra tela pero as° se le entrego al maquilero.",0
254,254,878,01/09/2009 12:41:44,28/08/2009 00:00:00,95,31,31,32,1,2,,0
255,255,939,08/09/2009 10:57:14,04/09/2009 00:00:00,40,31,31,32,1,2,,0
256,256,940,08/09/2009 10:59:09,07/09/2009 00:00:00,91,31,31,20,1,2,,0
257,257,941,08/09/2009 11:00:11,04/09/2009 00:00:00,45,31,31,20,1,2,,0
258,258,942,08/09/2009 11:01:03,04/09/2009 00:00:00,91,31,31,20,1,2,,0
