"IdComentaOrd","IdOrdenes","IdUsuarios","FechaComen","Comentario"
277,971,12,06/11/2009 13:52:23,"Mandar a revanar los vivos de manga en color blanco al hilo 2"" de ancho por un largo de 30"" por prenda.
El tapa costura tambien se mandara a revanar de 1""1/4 de ancho por 21"" de largo"
278,974,12,06/11/2009 14:22:53,"revanar tapacostura en marino de 1""1/4 x 20"" por prenda"
279,998,12,06/11/2009 14:31:17,"revanar tapacostura en color naranja de 1""1/4 de ancho por un largo de 9"""
280,981,12,17/11/2009 12:34:24,"Revanar bien de sisa en color fiusha de 1""5/8 de ancho x 42"" de largo
Revanar bies de cuello en blanco de 1""5/8 de ancho X 25"" de largo"
281,980,12,17/11/2009 15:01:58,"Revanar tapacostura de 1""1/4 de ancho x 20"""
282,1006,37,15/12/2009 17:31:11,"FAVOR DE AGREGAR EN PRENDA DESARMADA"
283,1007,37,15/12/2009 17:32:15,"FAVOR DE AGREGAR EN PRENDA DESARMADA"
284,1053,12,24/02/2010 10:49:16,"lleva tapacostura de la misma tela"
285,1066,12,24/02/2010 11:01:07,"tapacostura de la misma tela"
286,1492,47,20/09/2012 09:45:12,"no se corto"
287,1789,42,20/06/2014 11:00:28,"Lleva Bordado el Escudo"
288,1792,42,20/06/2014 11:01:02,"Lleva Bordado el Escudo"
289,1796,42,20/06/2014 11:01:27,"El Escudo es en Transfer."
290,1879,42,14/11/2014 13:37:54,"Checar bien Precio de Maquila, va a ver la muestra y confirma el precio."
291,1892,42,26/11/2014 09:05:08,"Ocupar Tela : Tecno de Aviance"
292,1893,42,26/11/2014 09:05:29,"Ocupar Tela: Tecno de Aviance"
293,1894,42,26/11/2014 09:05:58,"Oucpar tela: Punto de Roma de Aviance"
294,1895,42,26/11/2014 09:06:15,"Ocupar Tela: Punto de roma de Aviance"
295,1896,42,26/11/2014 09:06:56,"Ocupar tela: Punto de Roma de Aviance"
296,1897,42,26/11/2014 09:07:22,"Ocupar tela: Rib  1x1 Chedraui (Almacen)"
297,1898,42,26/11/2014 09:07:44,"Ocupar tela: Rib 1x1 Chedraui (Almacen)"
298,1899,42,26/11/2014 09:08:10,"Ocupar tela: Rib 1x1 Chedraui (Almacen)"
299,1893,42,28/11/2014 15:38:17,"Cambio la Tela: Ahora ocupar Sportec"
300,1892,42,28/11/2014 15:39:35,"Cambio la tela: Ahora ocupar Sportec"
301,1906,42,12/01/2015 10:50:08,"Genaro: Por favor separar lo que lleva estampado se lo va a llevar el estampador antes de armar."
302,1905,42,12/01/2015 10:51:01,"Genaro: Por favor sep rar  lo que lleva estampado, se lo va a llevar el estampador antes de armar."
303,1916,42,13/02/2015 09:23:45,"Nota:  Ocupar la tela de Trevia para esta orden"
304,1917,42,13/02/2015 09:24:28,"Nota: Ocupar tela de Trevia"
305,1918,42,13/02/2015 09:24:59,"Nota: Ocupar tela de Trevia Navy Plus"
306,1919,42,13/02/2015 09:25:59,"Nota: Ocupar tela de Trevia Navy Plus"
307,1912,42,13/02/2015 09:26:28,"Nota: Ocupar tela Akor de Telco"
308,1913,42,13/02/2015 09:26:47,"Nota: Tela esta estampada de Vivatex"
309,1923,42,16/02/2015 11:59:06,"Tela Trevia"
310,1924,42,16/02/2015 11:59:23,"Tela Telco"
311,1927,42,23/02/2015 10:50:58,"Tela de TreviaViena blanco."
312,2143,42,09/11/2015 09:18:03,"Tela Qualy"
313,2192,42,04/12/2015 18:10:37,"ver  con Dany el precio"
314,2166,42,11/12/2015 15:24:34,"regresar Jet"
315,2234,42,25/02/2016 13:51:17,"Se va a volver a cortar  esta playera con tela de C.M"
316,2418,42,04/10/2016 11:20:54,"El color gris salt &papaer lleva cardigan negro en la cintura."
317,2418,42,10/10/2016 16:17:27,"El jogger salt & paper gris, lleva la pretina de la misma tela y  los tobillos en cardigan negro liso."
318,2733,49,08/06/2017 15:47:05,"AUTORIZADO CON CINTA PALMITA BLANCA"
319,2735,49,08/06/2017 15:49:45,"LLEVA CARDIGAN JASPE Y CINTA PALMITA JASPE"
320,2736,49,08/06/2017 15:50:29,"PRETINA Y PU¥OS CON CARDIGAN A TONO Y CINTA PALMITA BLANCA"
321,2734,49,08/06/2017 15:51:11,"LLEVA CARDIGAN EN PU¥OS AL TONO"
322,2756,49,08/06/2017 15:52:51,"BURDEOS MARINO CON PRETINA DE LA MISMA TELA  CINTA PALMITA MARINO 

AVENA CON PRETINA DE L A MISMA TELA   CINTA PALMITA CRUDO

JASPE CON PRETINA DE LA MISMA TELA CINTA PALMITA JASPE"
323,2757,49,08/06/2017 16:01:32,"Burdeos Marino con pretina de cardigan marino cinta palmita marino 

Avena con pretina en cardigan negro cinta palmita negra"
324,2733,49,14/06/2017 12:47:58,"CARDIGAN EN PRETINA Y PU¥OS AL TONO DE LA TELA"
325,2769,75,26/06/2017 16:36:05,"cinta palmita blanca para las dos variantes"
326,2742,42,21/07/2017 12:06:29,"Tela Simjis."
327,2795,42,02/08/2017 08:28:10,"tela Scuba"
328,2808,42,07/08/2017 09:15:47,"Tela Scuba sublimada"
329,2905,42,07/11/2017 08:30:44,"Chenille"
330,2912,42,08/11/2017 09:10:22,"BOMBER"
331,2895,42,10/11/2017 12:33:08,"Felpa Servia"
332,2905,42,28/11/2017 11:48:55,"Spring."
333,2882,42,28/11/2017 11:50:13,"french simjis."
334,2897,42,30/11/2017 14:50:09,"SI SE VA A ENTREGAR ESTE MODELO."
335,2972,42,13/02/2018 08:35:26,"Color plumabago"
336,3006,42,03/04/2018 11:32:05,"Poliester con elastano C.M"
337,3057,42,18/06/2018 11:29:55,"Rosa= Palo de Rosa"
338,3062,42,18/06/2018 15:07:41,"Ver con Dany si se queda o cancela este modelo."
339,3063,42,18/06/2018 15:08:15,"Ver con Dany si se queda o cancela este modelo"
340,3043,42,25/06/2018 11:57:46,"Tela Sfij"
341,3044,42,02/08/2018 09:12:36,"tela Spring"
342,3171,42,14/08/2018 13:44:35,"Tela french Spring."
343,3172,42,14/08/2018 13:45:32,"tela French spring"
344,3173,42,14/08/2018 13:45:50,"Tela frecnh spring"
345,3145,42,14/08/2018 13:46:55,"Va ser en french Spring"
346,3120,42,27/08/2018 08:36:57,"French Sekine"
347,3119,42,27/08/2018 08:37:14,"French Sekine"
348,3118,42,27/08/2018 08:37:35,"French Sekine"
349,3192,42,27/08/2018 12:18:32,"Felpa Trevia Servia."
350,3124,42,27/08/2018 12:20:06,"French terry Trevia Cardada"
351,3125,42,04/09/2018 09:18:57,"tela Trevia"
352,3219,42,11/10/2018 09:51:30,"Felpa Trevia"
353,3230,42,11/10/2018 09:51:48,"Felpa trevia"
354,3233,42,11/10/2018 09:52:15,"Felpa spring"
355,3236,42,11/10/2018 09:52:31,"Felpa Spring"
356,3231,42,11/10/2018 09:53:13,"Felpa Spring"
357,3232,42,11/10/2018 09:53:48,"Felpa Spring"
358,3227,42,11/10/2018 09:54:20,"Caco Spirng"
359,3193,42,17/10/2018 15:09:53,"Felpa  olimpia."
360,3219,42,29/10/2018 11:55:32,"CAMBIO A TERRY SIN AFELPAR"
361,3200,42,31/10/2018 17:12:00,"Felpa Sekine"
362,3205,42,31/10/2018 17:12:17,"Felpa Sekine"
363,3252,42,06/11/2018 10:19:34,"Tela terry  Spring"
364,3250,42,06/11/2018 10:20:45,"Pique Spring"
365,3254,42,06/11/2018 10:21:20,"Terry Trevia Servio"
366,3253,42,06/11/2018 10:21:37,"Tela Terry Servio Trevia"
367,3251,42,06/11/2018 10:21:51,"Tela terry Trevia Servio"
368,3240,42,06/11/2018 10:22:35,"Felpa Spring"
369,3239,42,06/11/2018 10:22:49,"Felpa Spring"
370,3238,42,06/11/2018 10:22:57,"Felpa Spring"
371,3237,42,06/11/2018 10:23:06,"Felpa camo Spring"
372,3228,42,06/11/2018 10:24:48,"Terry Sekine (tomar existencia y completar )"
373,3227,42,12/11/2018 08:17:50,"Monaco*"
374,3248,42,03/12/2018 09:11:02,"Blanco jaspeado-Sekine"
375,3260,42,03/12/2018 14:09:40,
376,3296,42,28/01/2019 09:33:04,"Pique Spring"
377,3295,42,28/01/2019 09:33:14,"Pique Spring"
378,3322,42,05/02/2019 11:21:28,"Terry Spring"
379,3323,42,05/02/2019 11:21:43,"Terry Spring"
380,3324,42,05/02/2019 11:21:53,"Terry Spring"
381,3325,42,05/02/2019 11:22:04,"Terry Spring"
382,3285,42,15/02/2019 09:33:56,"GENARO: MANDAR A ESTAMPAR ANTES DE ARMAR."
383,3337,42,20/02/2019 08:07:32,"Camuflage verde"
384,3340,42,20/02/2019 08:07:56,"Camuflage verde spring"
385,3282,42,20/02/2019 13:29:40,"Este Modelo se tiene que estampar antes de armar"
386,3354,42,25/02/2019 10:14:22,"Tela Spring"
387,3356,42,25/02/2019 10:14:53,"Tela spring"
388,3326,42,25/02/2019 15:33:57,"tela Sekine"
389,3329,42,25/02/2019 15:34:07,"Tela Sekine"
390,3361,42,27/02/2019 08:15:27,"Tela Spring"
391,3362,42,27/02/2019 08:16:02,"Tela Spring"
392,3363,42,27/02/2019 08:16:13,"Tela Spring"
393,3364,42,27/02/2019 08:16:24,"Tela Spring"
394,3357,42,27/02/2019 08:17:08,"Tela Sprig"
395,3355,42,27/02/2019 08:17:18,"Tela Spring"
396,3312,42,27/02/2019 08:19:41,"Tela: Pegaso"
397,3315,42,27/02/2019 08:20:08,"Tela Pegaso"
398,3314,42,27/02/2019 08:20:24,"Tela Pegaso"
399,3313,42,27/02/2019 08:20:32,"Tela Pegaso"
400,3359,42,27/02/2019 13:15:45,"Tela Spring"
401,3328,42,06/03/2019 17:15:11,"ESTAMPAR ANTES DE ARMAR."
402,3368,42,07/03/2019 14:28:53,"Grupo Pegaso"
403,3360,42,07/03/2019 14:29:23,"Spring"
404,3279,42,08/03/2019 13:03:56,"Golden rod"
405,3284,42,21/03/2019 15:47:02,"mandar a estampar sin armar"
406,3361,42,05/04/2019 14:12:56,"Estampar primero y despues se va al proceso"
407,3351,42,20/05/2019 10:24:48,"Pegaso"
408,3452,42,22/05/2019 12:48:50,"WINDSOR"
409,3423,42,22/05/2019 12:53:56,"SPRING"
410,3421,42,22/05/2019 12:54:17,"SPRING"
411,3420,42,22/05/2019 12:54:32,
412,3459,42,23/05/2019 10:30:46,"Felpa Spring"
413,3462,42,23/05/2019 10:41:34,"Spring"
414,3422,42,23/05/2019 15:12:06,"gris oxford el animal print"
415,3434,42,27/05/2019 10:34:41,"Terry Pegaso"
416,3435,42,27/05/2019 10:35:18,"Terry Pegaso"
417,3436,42,27/05/2019 10:35:41,"Terry Pegaso"
418,3420,42,31/05/2019 11:13:31,"gris con estampado animal
 print oxford"
419,3439,42,18/06/2019 10:54:08,"Pegaso"
420,3469,42,18/06/2019 12:13:29,"Spring"
421,3470,42,18/06/2019 12:13:35,"Sekine"
422,3440,42,18/06/2019 13:54:37,"camu Windsor"
423,3442,42,18/06/2019 13:54:57,"windsor"
424,3443,42,18/06/2019 13:55:07,"windsor"
425,3445,42,18/06/2019 13:56:18,"windsor"
426,3472,42,20/06/2019 14:56:37,"Windsor"
427,3473,42,20/06/2019 14:57:02,"Spring"
428,3475,42,20/06/2019 14:57:17,"Spring"
429,3476,42,20/06/2019 14:57:39,"Windsor"
430,3477,42,20/06/2019 14:57:54,"Spring"
431,3483,42,20/06/2019 14:58:09,"Spring"
432,3488,42,20/06/2019 14:58:31,"Spring"
433,3487,42,20/06/2019 14:58:42,"Spring"
434,3486,42,20/06/2019 14:58:49,"Spring"
435,3485,42,20/06/2019 14:58:55,"Spring"
436,3484,42,20/06/2019 14:59:07,"Spring"
437,3471,42,24/06/2019 16:30:18,"spring"
438,3467,42,24/06/2019 16:34:19,"Pegaso"
439,3508,42,02/07/2019 09:27:32,"Tela Verde Militar Ponchito"
440,3510,42,02/07/2019 15:16:31,"Pantalon es Terry"
441,3510,42,11/07/2019 13:55:30,"No es Negro, es  verde militar"
442,3525,2,15/07/2019 20:00:27,"Pegaso"
443,3524,2,15/07/2019 20:00:36,"Pegaso"
444,3523,2,15/07/2019 20:00:49,"Pegaso"
445,3556,42,14/10/2019 12:44:10,"Terry de  Sekine"
446,3557,42,14/10/2019 12:44:30,"Terry de Sekine"
447,3568,42,15/10/2019 13:52:07,"TERRY AVENA JASPE SEKINE"
448,3581,42,29/10/2019 11:05:37,"Felpa Managua 200 grs."
449,3582,42,29/10/2019 11:05:59,"Felpa Monaco Spring"
450,3583,42,29/10/2019 11:06:26,"Felpa Londres Spring"
451,3584,42,29/10/2019 11:06:44,"Felpa >Managua .200 grs."
452,3585,42,29/10/2019 11:07:04,"Felpa Monaco Spring"
453,3587,42,29/10/2019 11:30:45,"Felpa Managua 200 grs. Spring"
454,3588,42,29/10/2019 11:31:58,"Felpa Managua Spring"
455,3589,42,29/10/2019 11:32:11,"Felpa Managua 200 grs. Spring"
456,3592,42,29/10/2019 11:36:20,"Felpa Managua Normal Spring"
457,3593,42,29/10/2019 11:38:01,"Felpa Managua Normal Spring"
458,3591,42,29/10/2019 11:38:30,"Felpa Managua Normal Spring"
459,3590,42,29/10/2019 11:38:46,"Felpa Managua Normal Spring"
460,3586,42,29/10/2019 11:39:36,"Felpa Managua 200 Grs. Spring"
461,3610,31,10/01/2020 08:45:30,
462,3644,42,13/01/2020 17:19:42,"Tela Windsor"
463,3643,42,13/01/2020 17:20:00,"Chifon Windsor"
464,3618,42,15/01/2020 14:45:38,"Alg. Con licra Vecindad $128.00"
465,3668,42,28/01/2020 16:56:46,"CHIFON WINDSOR"
466,3669,42,28/01/2020 16:57:27,"CHIFON WINDSOR"
467,3670,42,28/01/2020 16:57:39,"CHIFON WINDSOR"
468,3671,42,28/01/2020 16:57:50,"CHIFON WINDSOR"
469,3727,42,30/07/2020 12:07:07,"La capucha lleva forro de Borrega"
470,3728,42,30/07/2020 12:07:39,"La  capucha lleva forro de Wafle"
471,3729,42,30/07/2020 12:08:19,"La capucha lleva forro de borrega"
472,3777,42,24/08/2020 11:46:00,"Color  Cadet Navy"
473,3776,42,24/08/2020 11:46:38,"Color Limoges"
474,3775,42,24/08/2020 11:46:52,"Color Rio red"
475,3789,42,29/09/2020 12:42:25,"Sekine"
476,3790,42,29/09/2020 12:42:34,"Sekine"
477,3791,42,29/09/2020 12:42:41,"Sekine"
478,3792,42,29/09/2020 12:42:49,"Sekine"
479,3793,42,29/09/2020 12:43:08,"sekine"
480,3826,42,02/10/2020 14:30:29,"Cambio por Coral"
481,3830,42,02/10/2020 14:32:12,"Cambio a  lila"
482,3808,42,05/10/2020 09:48:37,"Tela Spring"
483,3840,42,06/10/2020 09:15:47,"Felpa Piruli Pegaso"
484,3839,42,06/10/2020 09:16:10,"cadet navy"
485,3838,42,06/10/2020 09:16:55,"slate rose"
486,3811,42,12/10/2020 16:32:08,"ZEPHYR"
487,3809,42,12/10/2020 16:32:47,"BUCKTHOR BROWN"
488,3807,42,12/10/2020 16:33:29,"GREY MIST"
489,3806,42,12/10/2020 16:36:25,"RHUBARB"
490,3802,42,12/10/2020 16:39:36,"ZEPHYR SEKINE"
491,3801,42,12/10/2020 16:40:12,"DARK FOREST SEKINE"
492,3800,42,12/10/2020 16:41:04,"LEMON CURRY"
493,3825,42,13/10/2020 09:29:27,"avena jaspe"
494,3819,42,13/10/2020 12:05:33,"Camuflaje"
495,3845,42,20/10/2020 16:43:57,"Pale lilac"
496,3846,42,20/10/2020 16:44:22,"Moon ligth"
497,3852,42,27/10/2020 09:04:48,"Terry Monaco Spring"
498,3853,42,27/10/2020 09:05:02,"Terry Oxford Pegaso"
499,3880,42,09/11/2020 13:49:11,"Felpa 100% poliester Sekine"
500,3881,42,09/11/2020 13:49:34,"Felpa  100% poliester Sekine"
501,3920,2,10/11/2020 12:39:27,"COPPEL"
502,3921,2,10/11/2020 12:39:35,"COPPEL"
503,3922,2,10/11/2020 12:39:43,"COPPEL"
504,3923,2,10/11/2020 12:39:50,"COPPEL"
505,3875,42,17/11/2020 17:23:50,"Slate rose"
506,3873,42,19/11/2020 10:52:00,"Felpa Piruli"
507,3903,42,23/11/2020 12:38:34,"Innocence"
508,3904,42,23/11/2020 12:38:47,"Lila Pegaso"
509,3909,42,23/11/2020 12:39:24,"Living coral"
510,3899,42,24/11/2020 11:03:33,"Felpa gris jaspe"
511,3902,42,26/11/2020 13:17:18,"felpa dress blue"
512,3889,42,27/11/2020 10:38:20,"rojo jaspeado"
513,3922,42,10/12/2020 10:22:20,"Felpa tea rose"
514,3921,42,14/12/2020 10:37:57,"Winter green"
515,3920,42,14/12/2020 10:39:46,"Cade Navy"
516,3905,42,15/12/2020 11:18:17,"Shadow lime"
517,3940,2,16/12/2020 12:55:44,"Va estampada"
518,3941,2,16/12/2020 12:55:57,"Va estampada"
519,3942,2,16/12/2020 12:56:02,"Va estampada"
520,3965,2,07/01/2021 23:55:27,"Color TRAVERTINE"
521,3961,2,11/01/2021 15:43:51,"Sky Captain"
522,3969,42,25/01/2021 11:35:11,"Tela Ikar"
523,3976,42,25/01/2021 19:02:50,"Terry Pegaso"
524,3977,42,25/01/2021 19:03:02,"Terrry pegaso"
525,3978,42,25/01/2021 19:03:18,"Terry Pegaso"
526,3979,42,25/01/2021 19:03:28,"Terry Pegaso"
527,3980,42,25/01/2021 19:03:52,"Terry Pegaso"
528,3959,42,25/01/2021 19:15:31,"Monaco Spring"
529,3960,42,25/01/2021 19:15:52,"Monaco Spring"
530,3962,42,25/01/2021 19:16:15,"Terry Monaco Spring"
531,3963,42,25/01/2021 19:17:15,"Monaco Spring"
532,3964,42,25/01/2021 19:17:38,"Monaco Spring"
533,4029,42,26/01/2021 12:05:35,"Felpa Cadet Navy"
534,4028,42,26/01/2021 12:05:53,"Felpa Rio red"
535,4037,52,26/01/2021 12:26:48,"Tela spring - Entrega Mayo"
536,4024,42,28/01/2021 21:23:09,"rojo :tomatoe"
537,3993,42,29/01/2021 16:20:38,"Se va hacer en felpa"
538,4049,42,11/02/2021 15:56:31,"Chifon Kamafil Sublimar"
539,4020,42,12/02/2021 13:04:29,"Terry pegaso peinado"
540,4035,42,23/02/2021 09:48:52,"terry  Pegaso"
541,4036,42,23/02/2021 09:49:12,"Terry Kamafil"
542,4014,42,01/03/2021 09:39:53,"Cambio a Color Blanco"
543,4081,75,05/03/2021 12:35:58,"ESTE MODELO ES CON CUELLO REDONDO SIN BOLSA DE CANGURO"
544,4088,42,17/03/2021 11:20:43,"Tela Spring"
545,4089,42,17/03/2021 11:20:56,"Tela Spring"
546,4090,42,17/03/2021 11:21:11,"Tela Spring"
547,4091,42,17/03/2021 11:21:21,"Tela Spring"
548,4090,2,17/03/2021 11:46:54,"No es Spring, es pegaso"
549,4091,2,17/03/2021 11:47:07,"No es Spring, es pegaso"
550,4032,42,24/03/2021 16:30:30,"terry Pegaso"
551,4031,42,24/03/2021 16:31:00,"terry Pegaso"
552,4033,42,25/03/2021 11:39:03,"Terry Pegaso"
553,4034,42,25/03/2021 11:39:12,"Terry pegaso"
554,4041,42,25/03/2021 11:41:21,"Terry Spring"
555,4038,42,25/03/2021 11:43:22,"Terry Spring"
556,4040,42,25/03/2021 11:43:35,"Terry Spring"
557,4042,42,25/03/2021 11:45:11,"Tela Sinatex"
558,4043,42,25/03/2021 11:45:22,"Tela Sinatex"
559,4044,42,25/03/2021 11:45:46,"chifon Sinatex"
560,4045,42,25/03/2021 11:46:04,"Chifon Sinatex"
561,4046,42,25/03/2021 11:46:25,"Chifon Pegaso"
562,4047,42,25/03/2021 11:50:24,"Chifon cloud dancer Pegaso"
563,4050,42,25/03/2021 11:50:43,"chifon Sinatex"
564,4059,42,25/03/2021 11:51:05,"Terry Spirng"
565,4062,42,25/03/2021 11:51:24,"Terry Kamafil"
566,4100,42,25/03/2021 11:51:57,"Terry Spring"
567,4119,42,29/03/2021 09:55:50,"Tela Spring"
568,4100,2,31/03/2021 17:35:03,"esta tela se pide negra para deslavarla"
569,4111,42,05/04/2021 15:29:33,"terry pegaso"
570,4133,91,20/05/2021 11:05:03,"SICSA el arte se envio y se va a hacer la muestra en produccion"
571,4132,91,20/05/2021 11:06:08,"Se va a confeccion y luego se estampa el arte ya esta en SICSA"
572,4131,91,20/05/2021 11:06:32,"Se va a confecci¢n y luego se estampa arte enviadoi a SICSA"
573,4130,91,20/05/2021 11:06:56,"Se estampa primero en corte Sicsa lo har "
574,4129,91,20/05/2021 11:07:28,"Lleva foil y lo har  Victor , se estampa primero falta por llegar la tela 20-05"
575,4096,91,20/05/2021 15:09:36,"Lleva embosado y estampado"
576,4408,42,12/08/2021 14:52:12,"ya esta  la tela aqui..."
577,4473,2,23/09/2021 12:05:29,"NO LLEVA ESTAMPADO"
578,4433,45,03/11/2021 15:17:46,"Peso"
579,4486,45,03/11/2021 15:19:31,"Peso"
580,4566,42,15/02/2022 13:57:07,"Lichen"
581,4680,42,04/03/2022 12:43:46,"tela Spring- cardigan .340 grs-."
582,4745,92,06/04/2022 11:32:07,"se le metio transfer aeropostale en negro"
583,4746,92,06/04/2022 11:38:34,"se le metio transfer en color negro aeropostale"
584,4749,92,06/04/2022 11:43:55,"se le metio transfer en color negro aeropostale"
585,4753,92,06/04/2022 11:58:05,"se le metio transfer negro aeropostale"
586,4744,92,06/04/2022 14:16:40,"SE LE PUSO TRANSFER COLOR BLANCO AEROPOSTALE"
587,4748,92,06/04/2022 14:37:08,"SE LE PUSO TRANSFER BLANCO AEROPOSTALE"
588,4750,92,06/04/2022 14:41:34,"SE LE PUSO TRANSFER COLOR BLANCO AEROPOSTALE"
589,4751,92,06/04/2022 14:56:25,"SE LE PUSO TRANSFER COLOR BLANCO AEROPOSTALE"
590,4752,92,07/04/2022 09:22:51,"SE PUSO TRANSFER BLANCO  AEROPOSTALE"
591,4735,92,07/04/2022 15:00:03,"SE LE METIO TRANSFER AEROPOSTALE EN NEGRO"
592,4736,92,07/04/2022 15:05:00,"SE LE METIO TRANSFER EN COLOR BLANCO AEROPOSTALE"
593,4737,92,07/04/2022 15:13:02,"SE LE METIO TRANSFER DE AEROPOSTALE  NEGRO"
594,4738,92,07/04/2022 15:20:24,"SE LE METIO TRANSFER EN COLOR NEGRO AEROPOSTALE"
595,4739,92,07/04/2022 15:26:49,"SE LE METIO TRANFER AEROPOSTALE COLOR BLANCO"
596,4766,92,11/05/2022 09:33:58,"Se habilito transfer blanco completo"
597,4765,92,11/05/2022 09:47:44,"se habilito con transfer color blanco completo"
598,4764,92,11/05/2022 09:59:56,"Se habilito transfer color blanco completo"
599,4797,92,14/06/2022 08:40:01,"se entrega el tansfer a moi para que lo pasara a marcelo (completo)"
600,4716,92,07/07/2022 14:12:48,"ya se surtio parche logo de champion"
601,4715,92,07/07/2022 14:13:11,"ya se surtio parche logo de champion"
602,4714,92,07/07/2022 14:13:20,"ya se surtio parche logo de champion"
603,4713,92,07/07/2022 14:13:29,"ya se surtio parche logo de champion"
604,4712,92,07/07/2022 14:13:37,"ya se surtio parche logo de champion"
605,4779,42,13/07/2022 16:04:13,"krazart"
606,4780,42,13/07/2022 16:04:25,"krazart"
607,4740,42,06/09/2022 09:35:56,"cambio a blanco"
608,4930,42,01/11/2022 13:05:06,"blizzaard, nitro y sheek"
609,4931,42,01/11/2022 13:05:31,"nitro oxford"
610,4934,42,01/11/2022 13:06:32,"pepito"
611,4943,42,02/11/2022 08:54:35,"Tela existencia spring"
612,4931,42,04/11/2022 09:35:48,"correcion.  Tela correcta  blizzard jaspeada"
613,4933,42,04/11/2022 09:36:38,"Nitro Oxford"
614,4685,92,07/12/2022 16:18:29,"SE TOMA PALMITA PARA REPONER A OSCAR ARAGON LAS PLAYERAS POLO"
615,4960,42,19/12/2022 17:20:10,"Cambio a chifon  50/50 color negro"
616,4967,42,03/01/2023 14:00:10,"chifon spring"
617,4965,42,03/01/2023 16:24:33,"Tela Sekine 50/50 alg. Pol."
618,4966,42,12/01/2023 12:13:38,"Chifon 100% alglodon Fibrasan"
619,4997,92,19/01/2023 14:18:02,"llevara transfer blanco"
620,4996,92,19/01/2023 14:18:22,"llevara transfer blanco"
621,4995,92,19/01/2023 14:18:35,"llevara transfer negro"
622,4994,92,19/01/2023 14:18:48,"llevara transfer negro"
623,4969,92,25/01/2023 14:15:24,"LLEVA TRANSFER NEGRO"
624,4970,92,25/01/2023 14:15:50,"LLEVA TRANSFER NEGRO"
625,4971,92,25/01/2023 14:16:10,"LLEVA TRANSFER NEGRO"
626,4972,92,25/01/2023 14:16:28,"LLEVA TRANSFER BLANCO"
627,4973,92,25/01/2023 14:16:40,"LLEVA TRANSFER BLANCO"
628,4974,92,25/01/2023 14:17:03,"LLEVA TRANSFER NEGRO"
629,4975,92,25/01/2023 14:17:27,"LLEVA TRANSFER NEGRO"
630,4976,92,25/01/2023 14:17:45,"LLEVA TRANSFER NEGRO"
631,4977,92,25/01/2023 14:18:04,"LLEVA TRANSFER BLANCO"
632,4978,92,25/01/2023 14:18:22,"LLEVA TRANSFER NEGRO"
633,4979,92,25/01/2023 14:18:48,"LLEVA TRANSFER BLANCO"
634,4980,92,25/01/2023 14:19:14,"LLEVA TRANSFER NEGRO"
635,4981,92,25/01/2023 14:19:32,"LLEVA TRANSFER BLANCO"
636,4982,92,25/01/2023 14:19:55,"LLEVA TRANSFER BLANCO"
637,4983,92,25/01/2023 14:20:18,"LLEVA TRANSFER BLANCO"
638,4984,92,25/01/2023 14:20:37,"LLEVA TRANSFER NEGRO"
639,4985,92,25/01/2023 14:20:57,"LLEVA TRANSFER NEGRO"
640,4986,92,25/01/2023 14:21:17,"LLEVA TRANSFER NEGRO"
641,4987,92,14/02/2023 12:28:39,"esta prenda lleva transfer blanco"
642,4988,92,14/02/2023 13:43:41,"esta playera lleva transfer negro"
643,4990,92,14/02/2023 14:18:14,"transfer negro para playera verde y transfer blanco para playera negra"
644,4989,92,14/02/2023 14:39:44,"playera con transfer blanco"
645,4991,92,14/02/2023 15:59:31,"playera azul cielo lleva transfer negro
playera oxford lleva transfer blanco"
646,4992,92,14/02/2023 16:40:31,"playera marino lleva transfer blanco
playera jaspe lleva transfer negro"
647,4992,92,16/02/2023 16:29:24,"playera gris lleva transfer negro"
648,4991,92,17/02/2023 09:13:27,"playera oxford lleva trasnfer blanco"
649,4993,92,17/02/2023 09:14:16,"playea naranja lleva transfer negro"
650,4997,42,02/03/2023 13:28:47,"para Multiprocesos vida"
651,5001,42,02/03/2023 13:31:11,"confirmar tono de tela"
652,4999,92,22/03/2023 10:29:20,"lleva jareta gris con puntas negras de .90 y .95 cm"
653,5000,92,22/03/2023 10:31:08,"lleva jaretas redondas con puntas de plastico blancas de .90 y .95 cm"
654,4998,92,22/03/2023 10:31:59,"lleva  jareta redonda con puntas amarillas neon de plastico de .90 y .95 cm"
655,5034,42,26/03/2023 09:58:17,"color brigth white"
656,5033,42,27/03/2023 10:39:32,"TELA PEGASO  STOCK"
657,5021,92,03/04/2023 10:26:01,"transfer negro para color BLANCO 
transfer blanco para color MARINO"
658,5022,92,03/04/2023 10:26:59,"transfer blanco para color NEGRO
transfer negro para color AZUL CLARO"
659,5023,92,03/04/2023 10:27:49,"TRANSFER NEGRO PARA AMBOS COLORES"
660,5024,92,03/04/2023 10:28:16,"TRANSFER BLANCO"
661,5025,92,03/04/2023 10:28:33,"TRANSFER BLANCO"
662,5026,92,03/04/2023 10:28:50,"TRANSFER NEGRO PARA COLOR BLANCO 
TRANSFER BLANCO PARA COLOR OXFORD"
663,5027,92,03/04/2023 10:29:32,"TRANSFER NEGRO PARA COLOR JASPE 
TRANSFER BLANCO PARA COLOR NEGRO"
664,5028,92,03/04/2023 10:30:51,"TRANSFER NEGRO PARA COLOR LILA 
TRANSFER BLANCO PARA COLOR MARINO"
665,5028,92,03/04/2023 10:34:28,"TRANSFER BLANCO PARA COLOR MARINO"
