"IdIP_Productiv","Fecha","IdIp_Personal","IdIp_Actividades","CantidadAct","HorasTrabajadas"
1780,20/10/2009 00:00:00,7,4,2,9
1781,21/10/2009 00:00:00,3,4,10,9
1782,21/10/2009 00:00:00,1,12,3,9
1783,21/10/2009 00:00:00,2,12,3,9
1784,21/10/2009 00:00:00,7,4,5,9
1785,21/10/2009 00:00:00,7,1,2,9
1786,21/10/2009 00:00:00,7,18,3,9
1787,23/10/2009 00:00:00,3,4,10,9
1788,23/10/2009 00:00:00,1,12,3,9
1789,23/10/2009 00:00:00,2,12,3,9
1790,23/10/2009 00:00:00,7,8,4,9
1791,23/10/2009 00:00:00,7,17,2,9
1792,26/10/2009 00:00:00,1,12,3,9
1793,26/10/2009 00:00:00,2,12,3,9
1794,26/10/2009 00:00:00,3,4,8,9
1795,26/10/2009 00:00:00,7,8,4,9
1796,26/10/2009 00:00:00,7,5,40,9
1797,27/10/2009 00:00:00,3,4,16,9
1798,27/10/2009 00:00:00,2,12,4,9
1799,27/10/2009 00:00:00,1,12,4,9
1800,27/10/2009 00:00:00,7,1,3,9
1801,27/10/2009 00:00:00,7,8,3,9
1802,27/10/2009 00:00:00,7,5,80,9
1803,03/11/2009 00:00:00,7,1,3,9
1804,03/11/2009 00:00:00,7,8,6,9
1805,03/11/2009 00:00:00,7,5,60,9
1806,03/11/2009 00:00:00,1,12,3,9
1807,03/11/2009 00:00:00,2,12,3,9
1808,03/11/2009 00:00:00,3,4,10,9
1809,05/11/2009 00:00:00,1,12,3,9
1810,05/11/2009 00:00:00,2,12,3,9
1811,05/11/2009 00:00:00,3,4,8,9
1812,05/11/2009 00:00:00,7,16,5,9
1813,06/11/2009 00:00:00,1,12,3,9
1814,06/11/2009 00:00:00,2,12,3,9
1815,06/11/2009 00:00:00,3,12,3,9
1816,06/11/2009 00:00:00,7,16,8,9
1817,10/11/2009 00:00:00,3,4,8,9
1818,10/11/2009 00:00:00,1,12,3,9
1819,10/11/2009 00:00:00,2,12,3,9
1820,10/11/2009 00:00:00,7,4,2,9
1821,10/11/2009 00:00:00,7,1,3,9
1822,10/11/2009 00:00:00,7,8,4,9
1823,11/11/2009 00:00:00,1,15,26,9
1824,11/11/2009 00:00:00,1,12,2,9
1825,11/11/2009 00:00:00,2,12,3,9
1826,11/11/2009 00:00:00,3,4,10,9
1827,11/11/2009 00:00:00,7,8,4,9
1828,11/11/2009 00:00:00,7,18,6,9
1829,11/11/2009 00:00:00,7,4,2,9
1830,11/11/2009 00:00:00,7,19,2,9
1831,11/11/2009 00:00:00,7,1,1,9
1832,12/11/2009 00:00:00,1,12,3,9
1833,12/11/2009 00:00:00,1,12,3,9
1834,12/11/2009 00:00:00,3,4,8,9
1835,12/11/2009 00:00:00,7,4,2,9
1836,12/11/2009 00:00:00,7,1,2,9
1837,12/11/2009 00:00:00,7,7,3,9
1838,16/11/2009 00:00:00,1,12,3,9
1839,16/11/2009 00:00:00,2,12,3,9
1840,16/11/2009 00:00:00,3,4,10,9
1841,16/11/2009 00:00:00,7,19,4,9
1842,17/11/2009 00:00:00,3,4,6,8
1843,17/11/2009 00:00:00,2,12,2,9
1844,17/11/2009 00:00:00,1,12,2,9
1845,17/11/2009 00:00:00,7,1,4,9
1846,17/11/2009 00:00:00,7,2,3,9
1847,17/11/2009 00:00:00,7,8,4,9
1848,18/11/2009 00:00:00,1,12,3,9
1849,18/11/2009 00:00:00,2,12,3,9
1850,18/11/2009 00:00:00,3,4,8,9
1851,18/11/2009 00:00:00,7,8,16,9
1852,19/11/2009 00:00:00,2,15,26,9
1853,19/11/2009 00:00:00,2,23,50,9
1854,19/11/2009 00:00:00,2,12,2,9
1855,19/11/2009 00:00:00,1,12,3,9
1856,19/11/2009 00:00:00,3,4,8,9
1857,19/11/2009 00:00:00,7,4,5,9
1858,19/11/2009 00:00:00,7,16,8,9
1859,23/11/2009 00:00:00,1,12,3,9
1860,23/11/2009 00:00:00,2,12,3,9
1861,23/11/2009 00:00:00,3,4,8,9
1862,23/11/2009 00:00:00,7,8,10,9
1863,23/11/2009 00:00:00,7,19,2,9
1864,24/11/2009 00:00:00,1,12,3,9
1865,24/11/2009 00:00:00,2,12,3,9
1866,24/11/2009 00:00:00,3,4,8,9
1867,24/11/2009 00:00:00,7,19,3,9
1868,25/11/2009 00:00:00,1,12,3,9
1869,25/11/2009 00:00:00,2,12,3,9
1870,25/11/2009 00:00:00,3,4,8,9
1871,25/11/2009 00:00:00,7,19,4,9
1872,27/11/2009 00:00:00,2,12,3,9
1873,27/11/2009 00:00:00,1,12,3,9
1874,27/11/2009 00:00:00,3,4,8,9
