"IdHabilitacion","Clave","Descripcion","Proveedor","Precio","Favorito","CantFav","Desactivado"
444,"E190","Etiqueta tejida CTY005 /Garcia","TPD",$0.22,0,0.00,0
445,"E191","Etiqueta carton CTY003 /Garcia","Azvy",$0.32,0,0.00,0
446,"E192","Etiqueta tejida EBOUTROCM&L18","BORCOM",$1.13,0,0.00,0
447,"E193","Etiqueta carton PRROCA18","TOP LABEL",$0.22,0,0.00,0
448,"E194","Etiqueta tejida decorativa C&A","Tejidos Robin",$0.08,0,0.00,0
449,"A30","Elastico 1"" negro",,$1.32,0,0.00,0
450,"C77","Cierre Nycast 12 cm fijo",,$1.96,0,0.00,0
451,"E195","Etiq.tejidaHUMMO juvenil 12-18","Etikame",$0.40,0,0.00,0
452,"E196","Etiq. Carton HUMMO Juv 12-18","Etikame",$0.39,0,0.00,0
453,"A31","Elastico 1 1/4"" negro",,$0.00,0,0.00,0
454,"J30","Agujeta con punta","cintepsa",$0.00,0,0.00,0
455,"J31","Puntera campana metalica","botonclass",$0.00,0,0.00,0
456,"E197","Etiq.EBOUTERLUM19","Top Label",$0.25,0,0.00,0
457,"E198","Etiq. ETLUM19","Top Label",$0.17,0,0.00,0
458,"E199","Etiq. EB-LUM19","Top Label",$0.21,0,0.00,0
459,"E200","Etiq. Carton HTLUM19","Top Label",$0.30,0,0.00,0
460,"C78","Cinta popotillo 3 cm","Tripoli",$2.20,0,0.00,0
461,"E201","Etiq.Cuidado c el perro 003CCP","SGSR",$0.22,0,0.00,0
462,"B10","Broche negro para mochila","Centro",$0.45,0,0.00,0
463,"E202","Etiq.Carton CuidadoP. CCP014","SGSR",$0.35,0,0.00,0
464,"J32","Agujeta redonda 1.30","cintepsa",$2.44,0,0.00,0
465,"C79","Cinta popotillo bicolor 40 mm","CINTEPSA",$3.35,0,0.00,0
466,"E203","Transfer LUM C&A",,$1.50,0,0.00,0
467,"C80","Cierre alumin fijo 20cm argoll",,$0.00,0,0.00,0
468,"J33","Agujeta redonda algodon 1.35","cintepsa",$2.52,0,0.00,0
469,"J34","Cinta deportiva 20 mm","cintepsa",$1.93,0,0.00,0
470,"J35","Agujeta plana tubular 1.45","cintepsa",$2.19,0,0.00,0
471,"A32","Elastico 1"" con lurex","cintas y elasticos",$2.30,0,0.00,0
472,"J36","Cinta transparente Latex  6 mm","Boton class",$0.31,0,0.00,0
473,"J37","Estambre","Centro",$0.09,0,0.00,0
474,"B11","Broche transp para tirante","Centro",$0.00,0,0.00,0
475,"E204","Etiq. Tejida Hummo Chavos12-18","Etiakme",$0.00,0,0.00,0
476,"E205","Etiq. Carton Hummo Chavos12-18","Etikame",$0.00,0,0.00,0
477,"E206","Transfer Hummo Chavos","Etikame",$0.00,0,0.00,0
478,"C81","Cinta palmita lurex 10 mm","CINTEPSA",$0.00,0,0.00,0
479,"B12","Boton gliter No. 20","BOTON CLAS",$0.00,0,0.00,0
480,"E207","Etiq.tejida cozzi bugamb, a¤os","etikame",$0.00,0,0.00,0
481,"E208","Etiq. Carton Cozzi bugamb a¤os","ETIKAME",$0.00,0,0.00,0
482,"A33","Elastico Marino 2"" lineas blca","cyntepsa",$0.00,0,0.00,0
483,"C82","Cierre metalico 12cm fijo argo","Centro",$0.00,0,0.00,0
484,"E209","Transfer TRGREYPRIDE2020",,$0.00,0,0.00,0
485,"E210","Etiqueta Carton HTPRIDE2020","TOPLABEL",$0.00,0,0.00,0
486,"E211","Etiqueta tejida EBPRIDE2020","BORCOM",$0.00,0,0.00,0
487,"C83","Cierre metalizado sep. 65 cm","La perfecta",$0.00,0,0.00,0
488,"C84","Cierre metalizado fijo 15 cm","La perfecta",$0.00,0,0.00,0
489,"J38","Cinta palmita  12 mm","centro",$0.00,0,0.00,0
490,"E212","Etiqueta tejida EBC&AFORMEN16","BORCOM",$0.00,0,0.00,0
491,"J39","Cinta tapacost muticolor 15mm","Etiqs Roque",$0.00,0,0.00,0
492,"E213","Etiqueta tejida EBTALMXOUT20","Borcom",$1.00,0,0.00,0
493,"E214","Etiqueta carton HTTALMXPRIS20","Top Label",$0.66,0,0.00,0
494,"E215","Etiqueta tejida Aeropostale","Borcom",$0.72,0,0.00,0
495,"E216","Etiqueta carton Aeropsotale","T. Robin",$0.14,0,0.00,0
496,"E217","Sticker de talla Aeropostale","T. Robin",$0.24,0,0.00,0
497,"C85","Cinta palmita con pespunte","CINTEPSA",$0.00,0,0.00,0
498,"E218","Etiq. Carton HTNAVMX2020","Borcom",$0.53,0,0.00,0
499,"E219","Etiqueta tejida EBJESPSAJ","BORCOM",$0.35,0,0.00,0
500,"E220","Etiqueta carton 17PTG5","Top Label",$0.35,0,0.00,0
501,"J40","Jareta tubular jaspeada","cintepsa",$2.90,0,0.00,0
502,"E221","Sticker talla transparente red","Tejidso Robin",$0.19,0,0.00,0
503,"E222","Etiqueta EBCASUALTOP20","BORCOM",$0.43,0,0.00,0
504,"E223","Etiqueta carton HTPLUSSIZZE20","TOPLABEL",$0.00,0,0.00,0
505,"E224","Etiqueta carton HTPGENERAL20","TOP LABEL",$0.00,0,0.00,0
506,"C86","Cinta reflejante 16mm",,$0.00,0,0.00,0
507,"C87","Cinta palmita 15 mm",,$0.00,0,0.00,0
508,"C88","Contactel 25 mm","centro",$0.00,0,0.00,0
509,"E225","Etiqueta tejida EBCASUALGEN20","BORCOM",$0.40,0,0.00,0
510,"E226","Etiqueta tejida EBRESPECTOUTW2","BORCOM",$0.40,0,0.00,0
511,"E227","Etiqueta carton HTPRESPECT21","TOP LABEL",$0.48,0,0.00,0
512,"E228","Etiq CARTON HTFORMALMENGEN20","TOPLABEL",$0.49,0,0.00,0
513,"E229","Etiquet tejid EBRESPECTTOPBOT2","BORCOM",$0.40,0,0.00,0
514,"E230","Sticker de precio C&A","Masteredi",$0.19,0,0.00,0
515,"E231","Etiquet tejida EBBOTJOGGER20","BORCOM",$0.40,0,0.00,0
516,"E232","Etiquet tejida EBFORMENOUTW20","BORCOM",$0.00,0,0.00,0
517,"E233","Etiqueta Confort (control)","Etiquetas Roque",$0.00,0,0.00,0
518,"T14","Transger Logo SS",,$0.00,0,0.00,0
519,"E234","Etiqueta tejida EBOTSKINNY20",,$0.00,0,0.00,0
520,"E235","EBTOPREGULAR20",,$0.00,0,0.00,0
521,"C89","Cinta estampada",,$0.95,0,0.00,0
522,"A34","Elastico blanco  2 3/8",,$3.60,0,0.00,0
523,"E236","Etiq tejida EBOUTERWEARPRIDE21","BORCOM",$1.22,0,0.00,0
524,"E237","Etiqueta carton HTPRIDE2021","TOPLABEL",$0.49,0,0.00,0
525,"E238","Etiq tejida EBTOPBOTTOMPRIDE21","BORCOM",$0.48,0,0.00,0
526,"E239","Etiqueta estamp decorativa C&A",,$0.27,0,0.00,0
527,"E240","Etiq tejida EBTOPREGULAR20",,$0.40,0,0.00,0
528,"E241","Etiq tejida EBHFTOPSLIMFIT20",,$0.40,0,0.00,0
529,"E242","Etiq cart¢n HTFHTOPSLIMFIT20",,$0.00,0,0.00,0
530,"E243","Etiq tejida EBCASOUTERW20","BORCOM",$1.00,0,0.00,0
531,"E244","EBOUTRELAXED20","BORCOM",$1.00,0,0.00,0
532,,"CINTA PALMITA","BOTONCLASS",$1.68,0,0.35,0
533,"A21","Monarch Inst. Cuidado",,$0.25,0,0.00,0
534,"C026","CIERRE VENUS FIJO DE 26 CM","CIERRES LA PERFECTA",$4.68,0,1.00,0
535,"T05","TRANSFER DECORATIVO","BORDADOS JAY",$3.00,0,0.00,0
536,"CTE1","CONTACTEL","CIERRES LA PERFECTA",$3.30,0,0.00,0
537,"CIE1","CIERRE VENUS 55cm SEPARABLE JA","CIERRES LA PERFECTA",$6.80,1,1.00,0
538,"A16",,,$0.00,0,0.00,0
539,,"confort",,$0.00,0,0.00,0
540,,"JARETA",,$0.00,0,0.00,0
541,,"transfer",,$0.00,0,0.00,0
542,"EBOG","ETIQUETA DE MARCA OGGI","FINOTEX",$0.69,0,0.00,0
543,"TCOG","CINTA TAPA COSTURA OGGI","FINOTEX",$4.19,0,0.00,0
544,"EMOG","MONARCH OGGI","FINOTEX",$0.38,0,0.00,0
545,"ECOG","CODIGO DE BARRA OGGI","FINOTEX",$0.22,0,0.00,0
546,"TROG","TRANSFER TALLA OGGI","LESVER A.A.Z",$0.29,0,0.00,0
547,"HTOG","HANGTAG AZUL SIN DIRECCION","GOLAND",$0.53,0,0.00,0
548,"HTOGG","HANG TAG GENERICA SIN DIRECCIO","GOLAND",$0.83,0,0.00,0
549,"PBOGR","PARCHE OGGI ROJO BASICO","SMART BORDADOS",$3.00,0,0.00,0
550,"PSWOG","PARCHE SPORTWEAR OGGI","SMART BORDADOS",$6.00,0,0.00,0
551,"BEOG","BOLSA EMPAQUE CAMISA","PLASTICOS KOALA",$0.57,0,0.00,0
552,"BEOGC","BOLSA EMPAQUE CABALLERO OGGI","JOSE DOMINGO VILLAFUERTE",$0.88,0,0.00,0
553,"TDOG","TRANSFER DISNEY MF","NORTH AMERICAN PACKAGING",$0.67,0,0.00,0
554,"EBDOG","ETIQUETA BORDADA DISNEY INTERN","NORTH AMERICAN PACKAGING",$0.94,0,0.00,0
555,"EPEDO","ETIQUETA PRETINA EXTERNA DISNE","NORTH AMERICAN PACKAGING",$4.62,0,0.00,0
556,"ECDOG","HANG TAG DISNEY M&F","NORTH AMERICAN PACKAGING",$0.67,0,0.00,0
557,"MITD","MINNIE TEJIDA A MANO","DIANA ORTIZ",$17.50,0,0.00,0
558,"TRCH","TRANSFER CHAMPION MARCA","FINOTEX",$1.85,0,0.00,0
559,"TPCH","TRANSFER PARCHE CHAMPION LOGO","FINOTEX",$1.69,0,0.00,0
560,"HTCH","HANG TAG CHAMPION","NAVASAN",$0.72,0,0.00,0
561,"STCH","STICKER TALLA CHAMPION","NAVSAN",$0.82,0,0.00,0
562,"CDCH","CORDON NEGRO CANDADO CHAMPION","NAVASAN",$0.49,0,0.00,0
563,,,"FINOTEX",$0.00,0,0.00,0
564,"COCH","CODIGO CHAMPION PRECIO","FINOTEX",$0.33,0,0.00,0
565,"GACH","GANCHO AVION DE 14"" DUO","MAINETTI",$4.25,0,0.00,0
566,"MOCH","MONARCH SATIN CHAMPION","FINOTEX",$0.45,0,0.00,0
567,"TRHT","TRANSFER HANG TEN TALLA","JESUS VAZQUEZ",$0.60,0,0.00,0
568,"HTHT","HANG TAG CARTON HANGTEN","MEXTRIM GROUP",$0.49,0,0.00,0
569,"MOHT","MONARCH RFID SATIN","ETIFLEX",$2.30,0,0.00,0
570,"SPHT","STICKER PRECIO HANG TEN","ETIFLEX",$0.21,0,0.00,0
571,"PNHT","PLASTIFLECHA NEGRA DE 3""","BOTON CLASS",$0.12,0,0.00,0
572,"SCGA","STICKER CAJA GARCIA",,$0.35,0,1.10,0
573,"CEN01","CORDON ELASTICO","BOTONCLASS",$3.24,0,0.00,0
574,"EM02","ETIQUETA DEMARCA CCP",,,0,0.00,0
575,"CV25","CIERRE VENUS DE 25 cm","CIERRES LA PERFECTA",$5.65,0,0.00,0
576,"CD25","CIERRE DELCAST 25 cm NEGRO",,$5.65,0,0.00,0
577,"ETD01","ETIQUETA DECORATIVA","ALTIMA",$0.95,0,0.00,0
578,"LT01","LOGO TRANSFER SS","PODER MEXICANO",$1.40,0,0.00,0
579,"EMH01","ETIQUETA MARCA HUMMO","ETIKAME",$0.31,0,0.00,0
580,"ECH01","ETIQUETA DE CARTON HUMMO","ETIKAME",$0.30,0,0.00,0
581,"EBD01","ETIQUETA BORDADA DISNEY","FINOITEX",$0.60,0,0.00,0
582,"EBTD0","ETIQUETA BORDADA TALLITA","FINOTEX",$0.35,0,0.00,0
583,"BMS01","BROCHE MOCHILA SAMSONITE GRAND","GODOY",$10.50,0,0.00,0
584,"CNG01","CINTA NYLON GRUESA","GODOY",$7.50,0,0.00,0
585,"BSB01","BIES SATINADO BLANCO","BOTONCLASS",$2.24,0,0.00,0
586,"APL01","AGUJETA PLANA 1.35 mts","ACOSTA",$4.51,0,0.00,0
587,"EBHT1","ETIQUETA BORDADA HANG TEN",,$0.75,0,0.00,0
588,"PFTR1","TRANSFER PLANET FITNESS","JORGE RANGEL",$0.52,1,,0
589,"PFC01","HANG TAG PLANET FITNESS","JORGE RANGEL",$1.10,0,0.00,0
590,"MN01","MONARCH DE LAVADO",,$0.32,0,0.00,0
591,"PRE01","ADHERIBLE DE PRECIO Y CODIGO",,$0.25,0,0.00,0
592,"PPLA","PUNTAS DE PLASTICO",,$0.70,0,0.00,0
593,"EMMA","CIERRE VENUS INVERTIDO 70CM","CIERRES LA PERFECTA",$13.44,0,0.00,0
594,"EMMA1","CIERRE INVERTIDO FIJO 16 CM","CIERRES LA PERFECTA",$4.71,0,0.00,0
595,"EMMA2","CIERRE INVERTIDO FIJO 25CM","CIERRES LA PERFECTA",$9.25,0,0.00,0
596,"EMMA3","BELLOTA CAMPANA PLASTICO NEGRO","BOTONCLASS",$0.38,0,0.00,0
597,"EMMA4","TALLITA GENERICA","BOTONCLASS",$0.11,0,0.00,0
598,,"BROCHE PA¥ALERO",,$0.00,0,0.00,0
599,"ECDM","ETIQ DE CARTON DIA DE MUERTOS","ETIQ INDUSTRIALES",$2.20,0,0.00,0
600,,,,$0.00,0,0.00,0
601,"PFB","PLASTIFLECHA BLANCA 3""",,$0.00,0,0.00,0
602,,,,$0.00,0,0.00,0
603,,,,$0.00,0,0.00,0
604,,,,$0.00,0,0.00,0
605,"ON24","OJILLO NIQUEL 24","CONTINENTAL",$0.00,0,,0
606,"CCCPN","CERILLERA CCP NEGRA",,$0.00,0,0.00,0
607,"ALF","STIK ALF NEGRO 22X15",,$0.00,0,0.00,0
608,"EMD","ETIQUETA DE MARCA DISNEY NEGRO",,$0.00,0,0.00,0
609,,,,$0.00,0,0.00,0
610,"EHC&A","ETIQUETA HANG TAG",,$0.00,0,0.00,0
611,"EHD","ETIQUETA HANG TAG DISNEY",,$0.00,0,0.00,0
612,"EPD","ETIQUETA PRECIO DISNEY",,$0.00,0,0.00,0
613,"PDC&A","PIEDRA DECORATIVA C&A DISNEY",,$0.00,0,0.00,0
614,"EGG","ETIQUETA GOSSIP GIR",,$0.00,0,0.00,0
615,,,,$0.00,0,0.00,0
616,"TMN","TRANSFER DE MARCA NASA",,$0.00,0,0.00,0
617,"MNN","MONARCH NASA",,$0.00,0,0.00,0
618,"JM","JARETA MARINO",,$0.00,0,0.00,0
619,"PEN","PARCHE ESTAMPADO NASA",,$0.00,0,0.00,0
620,,,,$0.00,0,0.00,0
621,"EB40","ELASTICO BLANCO 40MM",,$1.61,0,0.00,0
622,,,,$0.00,0,0.00,0
623,,,,$0.00,0,0.00,0
624,"ECN","ETIQUETA DE CODIGO NASA",,$0.00,0,0.00,0
625,,,,$0.00,0,0.00,0
626,"c01",,,$0.00,0,0.00,0
627,"Trs01","Transfer Marca y Talla",,$0.90,0,0.00,0
628,"TALL1","Tallita etiq.",,$0.10,0,0.00,0
629,"PAL01","CINTA PALMITA",,$2.00,0,0.00,0
630,"TRS01",,,$0.00,0,0.00,0
631,"MON01","Monarch Instrucciones Cuidado",,$0.25,0,0.00,0
632,"COLG1","Han Tag",,$0.70,0,0.00,0
633,"BOT01","Boton  T.18",,$0.16,0,0.00,0
634,"COD01","Codigo para Costura",,$0.50,0,0.00,0
635,"STK01","Stiker (mme, epeu, etc.)",,$0.80,0,0.00,0
636,"TAP01","Tab Distintivo",,$0.10,0,0.00,0
637,"JAR01","Jareta puntas plasticas","Alberto",$4.00,0,0.00,0
638,"PAL01",,,$0.00,0,0.00,0
639,"CAJ01","Caja de Carton",,$26.00,0,0.00,0
640,"BOL01","Bolsa",,$0.30,0,0.00,0
641,,,,$0.00,0,0.00,0
642,"TEJ01","Etiqueta Tejida Marca",,$0.80,0,0.00,0
643,"TEJ01",,,$0.00,0,0.00,0
644,"PAVI","Paquete Avios","Cklass",$4.50,0,0.00,0
645,"HTL01","Hang Tag Licencias",,$1.60,0,0.00,0
646,"HTL01","Tejida o Transfer",,$2.20,0,0.00,0
647,"TALL2","Tallita",,$0.05,0,0.00,0
648,"MAR01","Marca p. Control",,$0.75,0,0.00,0
649,"TALL2","Tallita",,$0.05,0,0.00,0
650,"TAG","Colgar Control",,$0.40,0,0.00,0
651,"TAGLI","Licencia Control",,$1.00,0,0.00,0
652,"GA14","Gancho y tallero 14""",,$1.10,0,0.00,0
653,"GAN14","Gancho y Tallero 14""",,$1.10,0,0.00,0
654,"CUB01","Cubrepolvo control",,$1.00,0,0.00,0
655,"BOT01","Boton blusa control",,$0.11,0,0.00,0
656,"TJTRS","Marca o Transf cya",,$2.20,0,0.00,0
657,"HTL01","Colgar Licencias",,$1.60,0,0.00,0
658,"COD01","Codigo CyA",,$0.50,0,0.00,0
659,"PRE01","Precio CyA",,$0.25,0,0.00,0
660,"BOL01","Bolsa CyA",,$0.30,0,0.00,0
661,"CAJ01","Caja de Cart¢n",,$26.00,0,0.00,0
