"IdOrdenesDetEntA","IdEntregasEst","IdOrdenesDet","TC1","TC2","TC3","TC4","TC5","TC6","TC7","TC8"
5818,3629,7961,104,208,312,208,208,0,0,0
5819,3629,7962,0,46,70,0,0,0,0,0
5820,3630,7901,194,388,583,386,195,0,0,0
5821,3631,8044,92,92,92,92,92,92,0,0
5822,3631,8044,92,92,92,0,0,92,0,0
5823,3631,8045,36,0,36,0,0,0,0,0
5824,3631,8045,0,0,36,0,0,0,0,0
5825,3632,8038,90,90,90,90,90,90,0,0
5826,3632,8038,90,90,90,0,0,90,0,0
5827,3632,8039,20,20,20,0,0,0,0,0
5828,3632,8039,20,0,20,0,0,0,0,0
5829,3632,8039,0,0,20,0,0,0,0,0
5830,3633,7903,237,726,965,472,235,0,0,0
5831,3633,7903,2,5,7,7,5,0,0,0
5832,3634,7901,63,496,558,125,63,0,0,0
5833,3634,7901,0,0,1,1,0,0,0,0
5834,3635,8042,26,26,26,13,13,26,0,0
5835,3635,8042,38,38,38,19,19,38,0,0
5836,3635,8042,44,44,44,22,22,44,0,0
5837,3635,8042,42,42,42,21,21,42,0,0
5838,3635,8042,34,34,34,17,17,34,0,0
5839,3636,8053,90,90,90,90,0,0,0,0
5840,3636,8053,0,90,90,0,0,0,0,0
5841,3637,8051,67,67,67,67,67,0,0,0
5842,3637,8051,0,67,67,67,0,0,0,0
5843,3638,8043,21,0,42,0,0,0,0,0
5844,3638,8043,15,0,30,0,0,0,0,0
5845,3639,7953,376,454,600,307,187,187,0,0
5846,3640,8052,91,91,91,91,0,0,0,0
5847,3640,8052,0,91,91,0,0,0,0,0
5848,3641,8050,42,62,74,85,40,0,0,0
5849,3641,8050,26,72,58,48,28,0,0,0
5850,3642,8132,30,30,30,60,90,30,30,0
5851,3642,8132,53,53,53,106,159,53,53,0
5852,3642,8132,7,7,7,14,21,7,7,0
5853,3642,8133,0,0,28,28,28,0,28,0
5854,3643,8130,92,92,92,92,92,92,92,0
5855,3643,8130,0,0,0,92,92,0,0,0
5856,3644,8136,90,90,90,90,90,90,90,0
5857,3644,8136,0,0,0,90,90,0,0,0
5858,3645,7979,218,326,327,108,108,0,0,0
5859,3646,7982,230,336,230,221,115,0,0,0
5860,3643,8130,0,0,0,0,92,0,0,0
5861,3643,8131,0,0,84,84,84,0,84,0
5862,3643,8131,0,0,0,84,84,0,0,0
5863,3644,8136,0,0,0,0,90,0,0,0
5864,3644,8137,0,0,64,64,64,0,64,0
5865,3644,8137,0,0,0,64,64,0,0,0
5866,3642,8133,0,0,28,0,28,0,0,0
5867,3647,8134,53,53,53,106,159,53,53,0
5868,3647,8134,37,37,37,74,111,37,37,0
5869,3647,8135,0,0,98,196,196,0,98,0
5870,3648,7955,356,441,580,298,179,178,0,0
5871,3649,7957,337,426,537,254,170,170,0,0
5872,3650,8034,14,14,14,7,7,14,0,0
5873,3650,8034,32,32,32,15,16,31,0,0
5874,3650,8034,34,34,34,17,17,34,0,0
5875,3650,8034,30,30,29,15,14,28,0,0
5876,3650,8034,34,34,34,17,17,34,0,0
5877,3650,8034,30,30,29,15,15,29,0,0
5878,3650,8034,14,16,16,8,8,16,0,0
5879,3650,8035,48,24,48,0,0,0,0,0
5880,3650,8035,45,23,46,0,0,0,0,0
5881,3650,8035,16,8,16,0,0,0,0,0
5882,3651,8003,275,275,276,138,0,0,0,0
5883,3652,8013,218,434,365,75,75,0,0,0
5884,3653,8118,88,88,88,88,0,0,0,0
5885,3653,8118,0,88,88,0,0,0,0,0
5886,3654,8117,48,48,48,48,0,0,0,0
5887,3654,8117,0,48,48,0,0,0,0,0
5888,3654,8117,40,40,40,40,0,0,0,0
5889,3654,8117,0,40,40,0,0,0,0,0
5890,3655,7959,340,429,538,260,170,170,0,0
5891,3656,8027,236,276,352,234,117,0,0,0
5892,3657,8052,91,91,91,91,0,0,0,0
5893,3657,8052,0,91,91,0,0,0,0,0
5894,3658,8029,81,122,196,82,42,0,0,0
5895,3659,,0,0,0,0,0,0,0,0
5896,3659,,0,0,0,0,0,0,0,0
5897,3660,8031,0,310,935,100,0,0,0,0
5898,3661,7979,0,46,105,29,0,0,0,0
5899,3662,8031,315,527,10,631,207,102,0,0
5900,3662,8031,0,4,0,4,2,3,0,0
5901,3663,8058,123,123,123,123,123,123,0,0
5902,3663,8058,123,0,123,123,0,123,0,0
5903,3663,8059,52,0,52,52,0,52,0,0
5904,3663,8059,52,0,52,52,0,0,0,0
5905,3664,7982,108,149,52,77,114,0,0,0
5906,3665,8060,123,123,123,123,123,123,0,0
5907,3665,8060,123,0,123,123,0,123,0,0
5908,3665,8061,52,0,52,52,0,52,0,0
5909,3665,8061,52,0,52,52,0,0,0,0
5910,3666,8064,123,123,123,123,123,123,0,0
5911,3666,8064,123,0,123,123,0,123,0,0
5912,3666,8065,52,0,52,52,0,52,0,0
5913,3666,8065,52,0,52,52,0,0,0,0
5914,3667,8032,315,834,943,735,210,105,0,0
5915,3668,8033,0,1050,597,1050,0,0,0,0
5916,3669,8033,525,0,453,0,420,105,0,0
5917,3670,7982,124,185,181,138,1,0,0,0
5918,3671,7979,216,286,213,74,106,0,0,0
5919,3672,8119,74,74,74,74,0,0,0,0
5920,3672,8119,0,74,74,0,0,0,0,0
5921,3673,8025,242,242,377,107,107,0,0,0
5922,3674,8062,62,62,62,62,62,62,0,0
5923,3674,8062,62,0,62,62,0,62,0,0
5924,3674,8063,40,0,40,40,0,40,0,0
5925,3674,8063,40,0,40,40,0,0,0,0
5926,3675,8066,130,130,130,130,130,130,0,0
5927,3675,8066,130,0,130,130,0,130,0,0
5928,3675,8067,56,0,56,56,0,56,0,0
5929,3675,8067,56,0,56,56,0,0,0,0
5930,3676,8048,92,92,92,92,92,92,0,0
5931,3676,8048,92,0,92,92,0,92,0,0
5932,3676,8049,62,0,62,62,0,62,0,0
5933,3676,8049,0,0,0,62,0,0,0,0
5934,3677,8046,92,92,92,92,92,92,0,0
5935,3677,8046,92,0,92,92,0,92,0,0
5936,3677,8047,62,0,62,62,0,62,0,0
5937,3677,8047,0,0,0,62,0,0,0,0
5938,3678,8019,234,311,351,97,97,0,0,0
5939,3679,8023,292,366,443,109,109,0,0,0
5940,3680,8070,69,69,69,69,69,69,0,0
5941,3680,8070,69,69,69,69,69,69,0,0
5942,3680,8070,69,0,69,69,0,69,0,0
5943,3680,8070,69,0,69,69,0,69,0,0
5944,3680,8071,62,0,62,62,0,62,0,0
5945,3680,8071,62,0,62,62,0,0,0,0
5946,3681,8070,29,29,29,29,29,29,0,0
5947,3681,8070,29,0,29,29,0,29,0,0
5948,3682,8029,129,129,130,130,65,0,0,0
5949,3683,8017,291,370,448,111,108,0,0,0
5950,3684,8241,66,240,240,22,72,0,0,0
5951,3685,8068,230,115,230,230,115,230,0,0
5952,3685,8069,98,0,98,98,0,49,0,0
5953,3686,8021,229,307,342,96,96,0,0,0
5954,3687,8228,92,92,92,92,0,0,0,0
5955,3687,8228,0,92,92,0,0,0,0,0
5956,3688,7988,121,311,433,313,0,0,0,0
5957,3689,7998,244,240,234,127,0,0,0,0
5958,3690,8227,92,92,92,92,0,0,0,0
5959,3690,8227,0,92,92,0,0,0,0,0
5960,3691,8029,210,251,324,212,107,0,0,0
5961,3692,7988,0,0,0,0,234,0,0,0
5962,3693,7992,120,306,429,315,240,0,0,0
5963,3694,8230,94,188,188,94,0,0,0,0
5964,3695,8229,110,220,220,110,0,0,0,0
5965,3696,7992,119,307,427,315,242,0,0,0
5966,3697,8179,105,105,105,105,0,0,0,0
5967,3697,8179,0,105,105,0,0,0,0,0
5968,3698,8178,73,73,73,73,0,0,0,0
5969,3698,8178,0,73,73,0,0,0,0,0
5970,3699,7998,244,238,232,127,0,0,0,0
5971,3700,7988,123,303,404,309,233,0,0,0
5972,3701,8222,249,501,500,248,0,0,0,0
5973,3702,,0,0,0,0,0,0,0,0
5974,3702,8152,184,184,184,184,92,0,0,0
5975,3702,8153,0,45,45,0,0,0,0,0
5976,3702,8153,0,45,45,0,0,0,0,0
5977,3702,8153,0,0,45,0,0,0,0,0
5978,3703,8113,167,181,210,167,82,0,0,0
5979,3704,8116,278,278,139,280,0,0,0,0
5980,3705,8111,223,263,344,224,112,0,0,0
5981,3706,8150,101,101,101,101,101,0,0,0
5982,3706,8150,101,101,101,101,0,0,0,0
5983,3706,8151,0,50,50,0,0,0,0,0
5984,3706,8151,0,50,50,0,0,0,0,0
5985,3706,8151,0,0,50,0,0,0,0,0
5986,3707,7409,184,184,184,92,0,0,0,0
5987,3708,7414,184,184,184,43,0,0,0,0
5988,3709,8140,180,90,180,180,90,180,0,0
5989,3709,8141,24,0,24,48,0,24,0,0
5990,3710,8083,95,416,635,414,95,96,0,0
5991,3711,8138,90,90,90,90,90,90,0,0
5992,3711,8138,90,0,90,90,0,90,0,0
5993,3711,8139,52,0,52,52,0,52,0,0
5994,3711,8139,0,0,0,52,0,0,0,0
5995,3712,8144,96,337,432,192,95,0,0,0
5996,3713,8085,96,96,96,96,96,96,0,0
5997,3713,8085,0,96,96,96,0,0,0,0
5998,3713,8086,0,76,76,76,0,0,0,0
5999,3713,8086,0,76,76,76,0,0,0,0
6000,3713,8086,0,0,76,0,0,0,0,0
6001,3713,8086,0,0,76,0,0,0,0,0
6002,3714,8027,225,273,312,229,117,0,0,0
6003,3715,8142,90,299,388,180,83,0,0,0
6004,3716,8115,268,268,267,134,0,0,0,0
6005,3717,8054,164,164,164,164,164,164,0,0
6006,3717,8054,164,0,164,164,0,164,0,0
6007,3717,8055,70,0,70,70,0,70,0,0
6008,3717,8055,70,0,70,70,0,0,0,0
6009,3718,8113,165,180,210,166,82,0,0,0
6010,3719,8097,83,83,83,83,83,83,0,0
6011,3719,8097,0,83,83,83,0,0,0,0
6012,3719,8098,0,60,60,60,0,0,0,0
6013,3719,8098,0,60,60,60,0,0,0,0
6014,3719,8098,0,0,60,0,0,0,0,0
6015,3719,8098,0,0,60,0,0,0,0,0
6016,3720,8148,180,271,315,183,92,0,0,0
6017,3721,8111,222,264,345,223,112,0,0,0
6018,3722,8146,202,301,351,201,102,0,0,0
6019,3723,8091,92,92,92,92,92,92,0,0
6020,3723,8091,0,92,92,92,0,0,0,0
6021,3723,8092,0,70,70,70,0,0,0,0
6022,3723,8092,0,70,70,70,0,0,0,0
6023,3723,8092,0,0,70,0,0,0,0,0
6024,3723,8092,0,0,70,0,0,0,0,0
6025,3724,8056,480,164,475,494,162,394,0,0
6026,3724,8056,7,3,2,1,5,5,0,0
6027,3725,8126,104,104,104,104,104,0,0,0
6028,3725,8126,104,104,104,104,0,0,0,0
6029,3725,8126,0,0,104,0,0,0,0,0
6030,3725,8127,24,24,24,0,0,0,0,0
6031,3725,8127,24,24,24,0,0,0,0,0
6032,3725,8127,0,24,24,0,0,0,0,0
6033,3725,8127,0,24,24,0,0,0,0,0
6034,3726,8122,130,130,130,130,130,0,0,0
6035,3726,8122,130,130,130,130,0,0,0,0
6036,3726,8122,0,0,130,0,0,0,0,0
6037,3726,8122,21,21,21,21,21,0,0,0
6038,3726,8122,21,21,21,21,0,0,0,0
6039,3726,8122,0,0,21,0,0,0,0,0
6040,3726,8123,31,31,31,0,0,0,0,0
6041,3726,8123,31,31,31,0,0,0,0,0
6042,3726,8123,0,31,31,0,0,0,0,0
6043,3726,8123,0,31,31,0,0,0,0,0
6044,3727,8233,278,557,554,270,0,0,0,0
6045,3728,8120,104,104,104,104,104,0,0,0
6046,3728,8120,104,104,104,104,0,0,0,0
6047,3728,8120,0,0,104,0,0,0,0,0
6048,3728,8121,24,24,24,0,0,0,0,0
6049,3728,8121,24,24,24,0,0,0,0,0
6050,3728,8121,0,24,24,0,0,0,0,0
6051,3728,8121,0,24,24,0,0,0,0,0
6052,3729,8124,122,122,122,122,122,0,0,0
6053,3729,8124,122,122,122,122,0,0,0,0
6054,3729,8124,0,0,122,0,0,0,0,0
6055,3729,8125,27,27,27,0,0,0,0,0
6056,3729,8125,27,27,27,0,0,0,0,0
6057,3729,8125,0,27,27,0,0,0,0,0
6058,3729,8125,0,27,27,0,0,0,0,0
6059,3730,8087,96,368,560,378,96,93,0,0
6060,3731,8095,90,316,452,0,0,0,0,0
6061,3732,8093,89,312,446,319,88,91,0,0
6062,3733,8095,0,0,0,319,90,92,0,0
6063,3734,8180,315,284,364,222,111,0,0,0
6064,3734,,0,0,0,0,0,0,0,0
6065,3735,8089,92,379,582,382,91,93,0,0
6066,3736,8232,92,92,92,92,0,0,0,0
6067,3736,8232,0,92,92,0,0,0,0,0
6068,3736,8232,92,92,92,92,0,0,0,0
6069,3736,8232,0,92,92,0,0,0,0,0
6070,3736,8232,91,91,91,91,0,0,0,0
6071,3736,8232,0,91,91,0,0,0,0,0
6072,3737,8231,274,548,548,271,0,0,0,0
6073,3738,8236,102,102,102,102,0,0,0,0
6074,3738,8236,102,102,102,100,0,0,0,0
6075,3738,8236,0,102,102,0,0,0,0,0
